LDC,Class,951cn,cls
"""a gravimatic trap holding some kind of glowing mote""",com/fs/starfarer/api/impl/campaign/missions/DeadDropMission,"""一些被重力陷阱困住的发光尘埃""",x
"""a battered Hegemony officer's pistol""",com/fs/starfarer/api/impl/campaign/missions/DeadDropMission,"""一个破旧的霸主军官手枪""",x
"""a large brilliant-cut diamond""",com/fs/starfarer/api/impl/campaign/missions/DeadDropMission,"""一颗明亮的大钻石""",x
"""a captain's safe cut from its bulkhead""",com/fs/starfarer/api/impl/campaign/missions/DeadDropMission,"""一块被船长安全切割下的舱壁""",x
"""a glowing blue crystal in a sealed tube""",com/fs/starfarer/api/impl/campaign/missions/DeadDropMission,"""一小块在密封管内发光的蓝色晶体""",x
"""the """,com/fs/starfarer/api/impl/campaign/missions/DeadDropMission,"""已将 """,x
"""it""",com/fs/starfarer/api/impl/campaign/missions/DeadDropMission,""" 送至目的地""",x
"""the """,com/fs/starfarer/api/impl/campaign/missions/DeadDropMission,"""已将 """,x
""" given to you by """,com/fs/starfarer/api/impl/campaign/missions/DeadDropMission,""" 送至 """,x
"""the dead drop coordinates""",com/fs/starfarer/api/impl/campaign/missions/DeadDropMission,"""该秘密情报传递点的坐标""",x
"""the dead drop coordinates given to you by """,com/fs/starfarer/api/impl/campaign/missions/DeadDropMission,"""该秘密情报传递点的坐标位于 """,x
"""Deliver """,com/fs/starfarer/api/impl/campaign/missions/DeadDropMission,"""将 """,x
""" to the dead drop location at the """,com/fs/starfarer/api/impl/campaign/missions/DeadDropMission,""" 送""",x
"""specified coordinates in the """,com/fs/starfarer/api/impl/campaign/missions/DeadDropMission,"""至 """,x
""".""",com/fs/starfarer/api/impl/campaign/missions/DeadDropMission,""" 中的秘密情报传递点当中.""",x
"""Deliver """,com/fs/starfarer/api/impl/campaign/missions/DeadDropMission,"""将 """,x
""" to specified location in the """,com/fs/starfarer/api/impl/campaign/missions/DeadDropMission,""" 送至 """,x
"""Dead Drop""",com/fs/starfarer/api/impl/campaign/missions/DeadDropMission,"""传递秘密情报""",x
"""Headquarters""",com/fs/starfarer/api/impl/campaign/econ/Headquarters,"""总部""",x
"""% to ECM rating of ships, depending on ship size""",com/fs/starfarer/api/impl/campaign/skills/OmegaECM$Level1,"""%}舰船的}ECM}值,}效果取决于舰船级别""",x
"""In slipstream""",com/fs/starfarer/api/impl/campaign/terrain/SlipstreamTerrainPlugin,"""气流层""",x
"""Reduces the range at which fleets inside it can be detected by %s.""",com/fs/starfarer/api/impl/campaign/terrain/SlipstreamTerrainPlugin,"""降低 %s 舰队可被侦测范围.""",x
"""Does not stack with other similar terrain effects.""",com/fs/starfarer/api/impl/campaign/terrain/SlipstreamTerrainPlugin,"""不与其他同类地形效果叠加.""",x
"""Slipstream""",com/fs/starfarer/api/impl/campaign/terrain/SlipstreamTerrainPlugin,"""气流层""",x
"""Slipstream""",com/fs/starfarer/api/impl/campaign/terrain/SlipstreamTerrainPlugin,"""气流层""",x
"""Go to """,com/fs/starfarer/api/impl/campaign/missions/CheapCommodityMission,"""前往 """,x
""" and contact """,com/fs/starfarer/api/impl/campaign/missions/CheapCommodityMission,""" 那联系 """,x
""" to pick up %s units of """,com/fs/starfarer/api/impl/campaign/missions/CheapCommodityMission,""" 来收购 %s 单位的 """,x
"""for %s per unit, or %s total.""",com/fs/starfarer/api/impl/campaign/missions/CheapCommodityMission,""", 每单位 %s, 共计 %s.""",x
"""Go to """,com/fs/starfarer/api/impl/campaign/missions/CheapCommodityMission,"""前往 """,x
""" and contact """,com/fs/starfarer/api/impl/campaign/missions/CheapCommodityMission,""" 那联系 """,x
""" to arrange pickup""",com/fs/starfarer/api/impl/campaign/missions/CheapCommodityMission,""" 来收购""",x
""" Pickup""",com/fs/starfarer/api/impl/campaign/missions/CheapCommodityMission,""" 收购""",x
"""Recovered ships have more d-mods than normal""",com/fs/starfarer/api/impl/campaign/skills/DerelictContingent$Level2,#N/A,x
"""*Maximum effect reached at """,com/fs/starfarer/api/impl/campaign/skills/DerelictContingent$Level0,"""达到增益上限的 D-插件 数量为 """,x
""" d-mods.""",com/fs/starfarer/api/impl/campaign/skills/DerelictContingent$Level0,""".""",x
"""Derelict Operations skill""",com/fs/starfarer/api/impl/campaign/skills/DerelictContingent$Level1,"""废船舰队""",x
"""Deployment point cost of ships reduced by %s per d-mod*""",com/fs/starfarer/api/impl/campaign/skills/DerelictContingent$Level1,"""每拥有一个 D-插件 就 -%s 的部署点""",x
"""(D) hull deployment cost reduction also applies to maintenance cost, but maximum CR is reduced by %s per d-mod*""",com/fs/starfarer/api/impl/campaign/skills/DerelictContingent$Level1,"""降低 (D) 舰船部署成本的同时也会降低其维护成本, 但每个 D-插件 会让战备值 (CR) 上限 -%s""",x
"""(D) hull deployment cost reduction also applies to maintenance cost""",com/fs/starfarer/api/impl/campaign/skills/DerelictContingent$Level1,"""降低 (D) 舰船部署成本同时也降低其维护成本""",x
"""Your fleet""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""你的舰队""",x
"""Recoverable ships""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""可恢复舰船""",x
"""Consider ship recovery""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""考虑恢复舰船""",x
"""Leave""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""离开""",x
"""Not now""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""暂不考虑""",x
"""Take a look the chief engineer's report and make a decision""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""看一下总工程师的报告并做出决定""",x
"""""I'll need to consider my options.""""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""""我需要考虑一下.""""",x
"""Some time later, you hear back from your chief engineer, who mumbles about being a miracle worker to someone offscreen before noticing you've picked up the call.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,#VALUE!,x
"""""Commander, looks like we might be able to pull this off, though I'll say you're not going to find what I'm going to do in any manual. And it wouldn't pass any inspection, but then again we're not in the Hegemony fleet. It'll fly, though.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,#VALUE!,x
"""""Commander, looks like we might be able to pull this off, though I'll say you're not going to find what I'm going to do in any manual. And it wouldn't pass any inspection, but then again we're not in the Hegemony fleet. These ships can be made to fly again, though.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,#VALUE!,x
"""several ships""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""有几艘舰船""",x
"""they""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""它们""",x
"""a ship""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""有一艘舰船""",x
"""it""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""它""",x
"""A crack engineering team sent to the wreck reports successfully preparing it for recovery.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""被派往失事地点的工作小组报告说:}他们已经成功完成打捞作业.""",x
"""Salvage crews boarding the wreck discover that many essential systems are undamaged and the ship could be restored to basic functionality.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""救援人员登上残舰, 发现许多基本系统均未损坏, 且船只可以恢复些基本功能.""",x
"""There are also indications that it has some sort of cargo on board.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""也有迹象表明该船上可能有某种货物.""",x
"""Close-range scans of the debris field reveal """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""残骸区的近距离扫描显示 """,x
""" that could be restored to basic functionality.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,""" 可以恢复到基本功能.""",x
"""floating near""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""在""",x
"""Salvage crews report """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""打捞人员报告有 """,x
"""Closer inspection reveals """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""仔细检查后发现 """,x
""" could be restored to basic functionality.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,""" 可以恢复到基本功能.""",x
"""Salvage crews report """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""打捞人员报告有 """,x
""" the $shortName. """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,""" $shortName 附近漂浮. """,x
"""Closer inspection reveals """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""仔细检查后发现 """,x
""" could be restored to basic functionality.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,""" 可以恢复到基本功能.""",x
"""The crew chief also reports that the hull has undergone %s, which appear to have survived its present state.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""船长还报告说,}由于船体经历过}%s,}所以才能保持现状.""",x
"""special modifications""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""特殊改造""",x
"""If not recovered, the ship will be scuttled, and any fitted weapons and fighter LPCs will be retrieved.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""如果没有恢复, 船只将被摧毁, 所装备的武器和战斗机 LPC 将被收回.""",x
"""Any ships that aren't recovered will be scuttled, and any fitted weapons and fighter LPCs will be retrieved.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""任何未恢复的船只都将被摧毁, 且所装备的武器和战机 LPC 将被收回.""",x
"""<name unknown>""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""<船名不详>""",x
"""Consider ship recovery""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""考虑恢复舰船""",x
"""Leave""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""离开""",x
"""Not now""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""暂不考虑""",x
"""Select ships to recover""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""选择船只进行恢复""",x
"""Your crews find some securely stowed cargo during the recovery operation.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""你的船员在恢复操作期间发现一些没有损坏的货物.""",x
"""The """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""该 """,x
""" is now part of your fleet.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,""" 现加入了你的舰队.""",x
"""Leave""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/ShipRecoverySpecial,"""离开""",x
"""You decide to...""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/CargoPods$1,"""你决定...""",x
"""Discovered: """,com/fs/starfarer/api/campaign/listeners/CoreDiscoverEntityPlugin,"""发现: """,x
"""waiting at rendezvous point""",com/fs/starfarer/api/impl/campaign/intel/raid/RaidAssignmentAI,"""在汇合点等待""",x
"""preparing for raid""",com/fs/starfarer/api/impl/campaign/intel/raid/RaidAssignmentAI,"""准备突袭""",x
"""orbiting """,com/fs/starfarer/api/impl/campaign/intel/raid/RaidAssignmentAI,"""正环绕于 """,x
"""Salvaged""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/RedPlanet,"""打捞发现""",x
"""An %s of the right entity or location can provide insight into the topography of surrounding hyperspace. The target usually needs to be massive enough to produce a significant gravity well, produce a high energy discharge, or be exotic or unusual in some other way.""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTScanFactor$1,#VALUE!,x
"""Active Sensor Burst""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTScanFactor$1,#N/A,x
"""""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor,#N/A,x
"""Pirate activity""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor,#N/A,x
"""Pirates""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor,#N/A,x
"""Pirates""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor,#N/A,x
"""pirates""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor,#N/A,x
"""Rumors of pirate raid""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor,#N/A,x
"""Pirate raid averted""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor,#N/A,x
"""There are rumors that a pirate raid targeting your colonies may be organized at some point in the future.""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor,#N/A,x
"""The $shortName's memory banks are partially accessible, and """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""$shortName 的记忆库仍可访问, """,x
"""While exploring $aOrAn $nameInText, your crews found partially accessible memory banks that """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""在探索 $aOrAn $nameInText 时, 你的打捞 人员发现了 部分仍可 访问的记忆库 """,x
"""Derelict """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""废弃的 """,x
""" Location""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,""" 的位置""",x
"""contain information pointing to the location of a """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""其中的 位置信息 包含了 某种废弃的 """,x
"""contain information pointing to the location of a """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""其中的 位置信息 包含了 某种废弃的 """,x
"""It was last seen by this $shortName """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""该 $shortName 最后一次发现它正 """,x
"""It was last seen by this $shortName """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""该 $shortName 最后一次发现它正 """,x
"""The $shortName's memory banks have been scrubbed clean by hard radiation, and the systems are largely inert and non-functional.""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""$shortName 的记忆库被强辐射清零了, 而且这些系统正处于惰性与无法使用的状态中.""",x
"""in an unknown location nearby""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""在附近一个未知的位置""",x
"""in hyperspace nearby""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""在超空间附近""",x
"""inside this nebula""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""这个星云内""",x
"""in this system""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""在这个星系中""",x
"""in the """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""在 """,x
"""in an unknown location nearby""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""在附近一个未知的位置""",x
"""in hyperspace nearby""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""在超空间附近""",x
"""inside this nebula""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""这个星云内""",x
"""in this system""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""在这个星系中""",x
"""in the """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""在 """,x
"""orbiting """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""其环绕于 """,x
""" nearby""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,""" 附近""",x
"""inside a nebula """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""在星云里面 """,x
"""in a trinary star system """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""在三星系统中 """,x
"""in a binary star system """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""在双星系统中 """,x
"""orbiting """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""其环绕于 """,x
"""inside a nearby nebula""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""附近星云内""",x
"""in a nearby trinary star system""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""在附近的三星系统""",x
"""in a nearby binary star system""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""在附近的双星系统""",x
"""orbiting """,com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""其环绕于 """,x
""" nearby""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,""" 附近""",x
"""a black hole""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""黑洞""",x
"""a neutron star""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""中子星""",x
"""an orange star""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""橙色的恒星""",x
"""a red star""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""红色的恒星""",x
"""a blue star""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""蓝色的恒星""",x
"""a dim star""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""昏暗的恒星""",x
"""a yellow star""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""黄色的恒星""",x
"""a star of unknown type""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/special/DomainSurveyDerelictSpecial,"""未知类型的恒星""",x
"""A """,com/fs/starfarer/api/impl/campaign/intel/bar/events/CorruptPLClerkSuppliesBarEvent,"""一名身着港务局制服的""",x
""" in the port authority uniform is discreetely trying to catch your eye.""",com/fs/starfarer/api/impl/campaign/intel/bar/events/CorruptPLClerkSuppliesBarEvent,""" 正小心翼翼地试图引起你的注意.""",x
"""Talk to the port authority official""",com/fs/starfarer/api/impl/campaign/intel/bar/events/CorruptPLClerkSuppliesBarEvent,"""和这名港务局官员谈谈""",x
"""You relent and sit with the port clerk who smiles and offers to buy you a drink. ""I'm familiar with your cargo manifest, of course, and thought you might be interested in an opportunity."" """,com/fs/starfarer/api/impl/campaign/intel/bar/events/CorruptPLClerkSuppliesBarEvent,#VALUE!,x
""" looks around, then back at you,""",com/fs/starfarer/api/impl/campaign/intel/bar/events/CorruptPLClerkSuppliesBarEvent,"""谨慎环顾四周,}并面露狡诘.}""",x
""" with a sly smile. ""Strictly off-the-books, of course. This job does allow me to, """,com/fs/starfarer/api/impl/campaign/intel/bar/events/CorruptPLClerkSuppliesBarEvent,"""严格来说,}我们喜欢将它称为:}""",x
"""The port clerk speaks broadly about how cargo goes missing all the time. """,com/fs/starfarer/api/impl/campaign/intel/bar/events/CorruptPLClerkSuppliesBarEvent,"""港务员详细地为你讲述了这儿的货物丢失,}是多么一件习以为常的事情,}""",x
"""Even a generous stock of %s supplies might go missing. ""It's earmarked, of course, """,com/fs/starfarer/api/impl/campaign/intel/bar/events/CorruptPLClerkSuppliesBarEvent,"""即使数量惊人,}比如}%s}单位的补给也可能会}""随时失踪"".}""",x
"""for the rich bastards from one of those Kazeron combines. """,com/fs/starfarer/api/impl/campaign/intel/bar/events/CorruptPLClerkSuppliesBarEvent,"""""当然,}这只是专门为那些来自}kazeron}联合企业的富有混蛋而设计的,}""",x
"""They can afford replacements on the open market, surely."" """,com/fs/starfarer/api/impl/campaign/intel/bar/events/CorruptPLClerkSuppliesBarEvent,"""毕竟他们肯定会再次光顾公开市场并购买足够多的替代品.}""",x
""" goes on to explain that %s per unit would be necessary for """,com/fs/starfarer/api/impl/campaign/intel/bar/events/CorruptPLClerkSuppliesBarEvent,"""顿了顿,}迅速将""",x
""" trouble, ""Think of it as a commission,"" """,com/fs/starfarer/api/impl/campaign/intel/bar/events/CorruptPLClerkSuppliesBarEvent,"""手中的啤酒一饮而尽,}并提出条件,}每件至少}%s,}以作为""",x
""" says.""",com/fs/starfarer/api/impl/campaign/intel/bar/events/CorruptPLClerkSuppliesBarEvent,"""的介绍费.""",x
"""Accept and transfer """,com/fs/starfarer/api/impl/campaign/intel/bar/events/CorruptPLClerkSuppliesBarEvent,"""接受提议,}并将 """,x
""" to the TriAnon account provided""",com/fs/starfarer/api/impl/campaign/intel/bar/events/CorruptPLClerkSuppliesBarEvent,""" 汇入其私人账户内""",x
"""Decline, explaining that you don't wish to meddle in League affairs""",com/fs/starfarer/api/impl/campaign/intel/bar/events/CorruptPLClerkSuppliesBarEvent,"""拒绝提议,}并解释说你不想插手联盟事务""",x
"""You leave the bar to find a message ping on your TriPad from the local port authority. It seems you've left %s of your supplies in cargo bay twelve, and the bay needs to be cleared out by the end of the next work-shift.""",com/fs/starfarer/api/impl/campaign/intel/bar/events/CorruptPLClerkSuppliesBarEvent,#VALUE!,x
"""You have %s credits available.""",com/fs/starfarer/api/impl/campaign/rulecmd/DoCanAffordCheck$1,"""你有 %s 星币可用.""",x
"""You only have %s credits available.""",com/fs/starfarer/api/impl/campaign/rulecmd/DoCanAffordCheck$1,"""你只有 %s 星币可用.""",x
"""Picking """,com/fs/starfarer/api/impl/campaign/events/TradeInfoUpdateEvent,"""获取 """,x
""" updates""",com/fs/starfarer/api/impl/campaign/events/TradeInfoUpdateEvent,""" 更新""",x
"""): weight """,com/fs/starfarer/api/impl/campaign/events/TradeInfoUpdateEvent,"""): 重量 """,x
"""Picked """,com/fs/starfarer/api/impl/campaign/events/TradeInfoUpdateEvent,"""获取 """,x
"""Picking market updates""",com/fs/starfarer/api/impl/campaign/events/TradeInfoUpdateEvent,"""获取市场更新""",x
"""Adding """,com/fs/starfarer/api/impl/campaign/events/TradeInfoUpdateEvent,"""添加 """,x
"""Price information updated for: """,com/fs/starfarer/api/impl/campaign/events/TradeInfoUpdateEvent,"""价格信息更新: """,x
"""Trade info update""",com/fs/starfarer/api/impl/campaign/events/TradeInfoUpdateEvent,"""贸易信息更新""",x
"""Asteroid impact""",com/fs/starfarer/api/impl/campaign/terrain/AsteroidImpact,"""小行星撞击""",x
""" suffers damage from an asteroid impact""",com/fs/starfarer/api/impl/campaign/terrain/AsteroidImpact,""" 因遭受小行星的直接撞击而受到损伤.""",x
"""Asteroid impact on drive bubble""",com/fs/starfarer/api/impl/campaign/terrain/AsteroidImpact,"""因遭受小行星的撞击而导致航速降低""",x
"""Select AI cores to turn in""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/AICores,"""选择上交的 AI 核心""",x
"""Confirm""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/AICores,"""确认""",x
"""Cancel""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/AICores,"""取消""",x
"""The Kallichore Archive""",com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,"""Kallichore 的数据档案""",x
"""standing off with Port Tse Station""",com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,"""驶离 Port Tse 特许经营站""",x
"""You've recovered the data archive of the Academy's previous Provost, Tomas Kallichore, which contains the results of failed gate activation experiments.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,#VALUE!,x
"""Recover the data archive of the Academy's previous Provost, Tomas Kallichore, which contains the results of failed gate activation experiments.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,"""你恢复了前任院长}Tomas}Kallichor}的数据档案,}而其中就包含了失败的星门激活实验结果.""",x
"""The archive is currently in the ultra-secure data vaults of the Hegemony Ministry of Technology Standards.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,"""档案现存放在}霸主}科技标准部的超级安全数据库中.""",x
"""Hegemony""",com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,"""Hegemony""",x
""". He has a relationship with Provost Baird that """,com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,""".}可利用他与}Baird}院长的关系""",x
"""can be leveraged to compel his cooperation.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,"""来使其合作.""",x
"""Visit """,com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,"""亲自前往 """,x
""" in person, at his planetside chalet.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,""" 的小屋.""",x
""", a hacker, to arrange a break in to the data vaults. """,com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,""" 黑客, 并让其骇入数据库. """,x
"""Arroyo is sure a job ""as stupid as you're proposing"" """,com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,"""尽管 Arroyo 表示这是一次极其愚蠢的行动, """,x
"""will prove irresistible.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,"""但你别无选择.""",x
""" and pick up the hack device from a """,com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,""" 然后从存储单元中取出""",x
"""storage unit.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,"""黑客设备.""",x
""" and install the hack transmitter """,com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,""", 并""",x
"""on """,com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,"""以下设施安装黑客设备: """,x
""" and retrieve Kallichore's archive from Gargoyle.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,""" 然后从 Gargoyle 那中找到 Kallichore 的数据档案.""",x
"""Return to the Galatia Academy and talk to Provost Baird.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,"""回}Galatia}学院,}并与}Baird}院长谈谈.""",x
"""Visit """,com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,"""亲自前往 """,x
""" in person, at his planetside chalet""",com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,""" 的小屋""",x
""" and pick up the hack device""",com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,""" 然后拿走黑客设备""",x
""" and install the hack transmitter """,com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,#N/A,x
"""on the """,com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,#N/A,x
""" and retrieve Kallichore's archive""",com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,""" 并找到 Kallichore 的数据档案""",x
"""Return to the Galatia Academy and talk to Provost Baird""",com/fs/starfarer/api/impl/campaign/missions/academy/GAKallichore,"""回}Galatia}学院,}并与}Baird}院长谈谈""",x
"""Magnetic Field""",com/fs/starfarer/api/impl/campaign/terrain/MagneticFieldTerrainPlugin,"""磁场""",x
"""Magnetic Field""",com/fs/starfarer/api/impl/campaign/terrain/MagneticFieldTerrainPlugin,"""磁场""",x
