LDC,Class,LDC_96CN,RAW_96CN,note
"""The current transaction will not affect the availability of %s.""",com/fs/starfarer/campaign/ui/O0oO$o$1,"""当前的贸易行为不会影响 %s 的流通性。""","com/fs/starfarer/campaign/ui/J$o$1.createImpl - String - ""当前的贸易行为不会影响 %s 的流通性。""",
"""The current transaction will increase the availability of %s by %s.""",com/fs/starfarer/campaign/ui/O0oO$o$1,"""当前的贸易行为将使 %s 的流通性提高 %s.""","com/fs/starfarer/campaign/ui/J$o$1.createImpl - String - ""当前的贸易行为将使 %s 的流通性提高 %s.""",
"""The current transaction will reduce the availability of %s by %s.""",com/fs/starfarer/campaign/ui/O0oO$o$1,"""当前贸易行为将使 %s 的流通性降低 %s.""","com/fs/starfarer/campaign/ui/J$o$1.createImpl - String - ""当前贸易行为将使 %s 的流通性降低 %s.""",
"""Hull features & mods""",com/fs/starfarer/coreui/refit/ModWidget,"""船体插件""","com/fs/starfarer/coreui/refit/ModWidget.<init> - String - ""船体插件""",
"""Add""",com/fs/starfarer/coreui/refit/ModWidget,"""安装船插""","com/fs/starfarer/coreui/refit/ModWidget.<init> - String - ""安装船插""",
"""Build in""",com/fs/starfarer/coreui/refit/ModWidget,"""内置船插""","com/fs/starfarer/coreui/refit/ModWidget.<init> - String - ""内置船插""",
"""Common Designs""",com/fs/starfarer/coreui/refit/auto/O0oOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,"""常规设计方案""","com/fs/starfarer/coreui/refit/auto/O0oO.<init> - String - ""常规设计方案""",
"""Recent Custom Designs""",com/fs/starfarer/coreui/refit/auto/O0oOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,"""最近的定制设计方案""","com/fs/starfarer/coreui/refit/auto/O0oO.<init> - String - ""最近的定制设计方案""",
"""Current Variant""",com/fs/starfarer/coreui/refit/auto/O0oOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,"""装配方案""","com/fs/starfarer/coreui/refit/auto/O0oO.<init> - String - ""装配方案""",
"""None""",com/fs/starfarer/coreui/refit/auto/O0oOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,"""无""","com/fs/starfarer/coreui/refit/auto/O0oO.<init> - String - ""无""",
"""None""",com/fs/starfarer/coreui/refit/auto/O0oOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,"""无""","com/fs/starfarer/coreui/refit/auto/O0oO.<init> - String - ""无""",
"""Cancel""",com/fs/starfarer/coreui/refit/auto/O0oOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,"""取消""","com/fs/starfarer/coreui/refit/auto/O0oO.<init> - String - ""取消""",
"""Consumed""",com/fs/starfarer/campaign/ui/intel/C,"""需消耗""","com/fs/starfarer/campaign/ui/intel/C.create - String - ""需消耗""",
"""World""",com/fs/starfarer/campaign/ui/intel/E,"""行星""","com/fs/starfarer/campaign/ui/intel/o0OO.create - String - ""行星""",
"""neutral""",com/fs/starfarer/campaign/ui/intel/E,"""neutral""","com/fs/starfarer/campaign/ui/intel/o0OO.create - String - ""neutral""",
"""unsurveyed""",com/fs/starfarer/campaign/ui/intel/E,"""未被调查""","com/fs/starfarer/campaign/ui/intel/o0OO.create - String - ""未被调查""",
"""preliminary survey completed""",com/fs/starfarer/campaign/ui/intel/E,"""已初步调查""","com/fs/starfarer/campaign/ui/intel/o0OO.create - String - ""已初步调查""",
"""fully surveyed""",com/fs/starfarer/campaign/ui/intel/E,"""已全面调查""","com/fs/starfarer/campaign/ui/intel/o0OO.create - String - ""已全面调查""",
"""Closest system""",com/fs/starfarer/campaign/ui/intel/L,"""最近的星系""","com/fs/starfarer/campaign/ui/intel/OO0O.afterSizeFirstChanged - String - ""最近的星系""",
"""Current system""",com/fs/starfarer/campaign/ui/intel/L,"""当前的星系""","com/fs/starfarer/campaign/ui/intel/OO0O.afterSizeFirstChanged - String - ""当前的星系""",
"""Stars""",com/fs/starfarer/campaign/ui/intel/L,"""恒星""","com/fs/starfarer/campaign/ui/intel/OO0O.afterSizeFirstChanged - String - ""恒星""",
"""Planets & Stations""",com/fs/starfarer/campaign/ui/intel/L,"""行星 & 空间站""","com/fs/starfarer/campaign/ui/intel/OO0O.afterSizeFirstChanged - String - ""行星 & 空间站""",
"""Gas Giants""",com/fs/starfarer/campaign/ui/intel/L,"""气态巨行星""","com/fs/starfarer/campaign/ui/intel/OO0O.afterSizeFirstChanged - String - ""气态巨行星""",
"""Fully surveyed""",com/fs/starfarer/campaign/ui/intel/L,"""已全面调查""","com/fs/starfarer/campaign/ui/intel/OO0O.afterSizeFirstChanged - String - ""已全面调查""",
"""Not fully surveyed""",com/fs/starfarer/campaign/ui/intel/L,"""未全面调查""","com/fs/starfarer/campaign/ui/intel/OO0O.afterSizeFirstChanged - String - ""未全面调查""",
"""Can survey""",com/fs/starfarer/campaign/ui/intel/L,"""可以调查""","com/fs/starfarer/campaign/ui/intel/OO0O.afterSizeFirstChanged - String - ""可以调查""",
"""Inhabited""",com/fs/starfarer/campaign/ui/intel/L,"""有人居住""","com/fs/starfarer/campaign/ui/intel/OO0O.afterSizeFirstChanged - String - ""有人居住""",
"""Uninhabited""",com/fs/starfarer/campaign/ui/intel/L,"""无人居住""","com/fs/starfarer/campaign/ui/intel/OO0O.afterSizeFirstChanged - String - ""无人居住""",
"""Unclaimed""",com/fs/starfarer/campaign/ui/intel/L,"""无主之地""","com/fs/starfarer/campaign/ui/intel/OO0O.afterSizeFirstChanged - String - ""无主之地""",
"""Filter""",com/fs/starfarer/campaign/ui/intel/L,"""过滤""","com/fs/starfarer/campaign/ui/intel/OO0O.afterSizeFirstChanged - String - ""过滤""",
"""Establish a colony on""",com/fs/starfarer/campaign/ui/marketinfo/O00o,"""建立""","com/fs/starfarer/campaign/ui/marketinfo/O00o.createUI - String - ""建立""",
"""Colony name:""",com/fs/starfarer/campaign/ui/marketinfo/O00o,"""殖民地的名称：""","com/fs/starfarer/campaign/ui/marketinfo/O00o.createUI - String - ""殖民地的名称：""",
"""(If you'd like to rename it later, you can do so by clicking on its name in the colony info screen.)""",com/fs/starfarer/campaign/ui/marketinfo/O00o,""" (如果你以后想重命名它，可以在市场信息界面上点击它的名字) ""","com/fs/starfarer/campaign/ui/marketinfo/O00o.createUI - String - "" (如果你以后想重命名它，可以在市场信息界面上点击它的名字) """,
"""This star system is claimed by """,com/fs/starfarer/campaign/ui/marketinfo/O00o,"""由于该星系的统治方为 ""","com/fs/starfarer/campaign/ui/marketinfo/O00o.createUI - String - ""由于该星系的统治方为 """,
""", """,com/fs/starfarer/campaign/ui/marketinfo/O00o,""", ""","com/fs/starfarer/campaign/ui/marketinfo/O00o.createUI - String - "", """,英文符号修正
"""but as a commission holder, you would be allowed to establish a colony here.""",com/fs/starfarer/campaign/ui/marketinfo/O00o,"""但作为雇佣协议的签订者，你将允许在此建立殖民地。""","com/fs/starfarer/campaign/ui/marketinfo/O00o.createUI - String - ""但作为雇佣协议的签订者，你将允许在此建立殖民地。""",
"""This star system is claimed by """,com/fs/starfarer/campaign/ui/marketinfo/O00o,"""由于该星系的统治方为 ""","com/fs/starfarer/campaign/ui/marketinfo/O00o.createUI - String - ""由于该星系的统治方为 """,
""", """,com/fs/starfarer/campaign/ui/marketinfo/O00o,""", ""","com/fs/starfarer/campaign/ui/marketinfo/O00o.createUI - String - "", """,英文符号修正
"""and a colony established here would likely be eradicated in short order.""",com/fs/starfarer/campaign/ui/marketinfo/O00o,"""如果在此建立殖民地，将很有可能在 短期内遭到根除。""","com/fs/starfarer/campaign/ui/marketinfo/O00o.createUI - String - ""如果在此建立殖民地，将很有可能在 短期内遭到根除。""",
"""eradicated in short order""",com/fs/starfarer/campaign/ui/marketinfo/O00o,"""短期内遭到根除""","com/fs/starfarer/campaign/ui/marketinfo/O00o.createUI - String - ""短期内遭到根除""",
"""Confirm""",com/fs/starfarer/campaign/ui/marketinfo/O00o,"""确认""","com/fs/starfarer/campaign/ui/marketinfo/O00o.createUI - String - ""确认""",
"""Cancel""",com/fs/starfarer/campaign/ui/marketinfo/O00o,"""取消""","com/fs/starfarer/campaign/ui/marketinfo/O00o.createUI - String - ""取消""",
"""Generate name""",com/fs/starfarer/campaign/ui/marketinfo/O00o,"""生成随机名称""","com/fs/starfarer/campaign/ui/marketinfo/O00o.createUI - String - ""生成随机名称""",
"""Gravity Well""",com/fs/starfarer/campaign/ui/marketinfo/O00o,"""重力井""","com/fs/starfarer/campaign/ui/marketinfo/O00o.dismiss - String - ""重力井""",
""" Gravity Well""",com/fs/starfarer/campaign/ui/marketinfo/O00o,""" 重力井""","com/fs/starfarer/campaign/ui/marketinfo/O00o.dismiss - String - "" 重力井""",
"""the """,com/fs/starfarer/campaign/ui/marketinfo/O00o,"""这 ""","com/fs/starfarer/campaign/ui/marketinfo/O00o.ÒØ0000 - String - ""这 """,
"""halted""",com/fs/starfarer/coreui/a$2,"""封存""","com/fs/starfarer/coreui/a$2.Õ00000 - String - ""封存""",
"""halted""",com/fs/starfarer/coreui/a$2,"""封存""","com/fs/starfarer/coreui/a$2.Õ00000 - String - ""封存""",
"""halted""",com/fs/starfarer/coreui/a$2,"""封存""","com/fs/starfarer/coreui/a$2.Õ00000 - String - ""封存""",
"""out of supplies""",com/fs/starfarer/coreui/a$2,"""补给不足""","com/fs/starfarer/coreui/a$2.Õ00000 - String - ""补给不足""",
"""finishing repairs""",com/fs/starfarer/coreui/a$2,"""即将维修完毕""","com/fs/starfarer/coreui/a$2.Õ00000 - String - ""即将维修完毕""",
""" days""",com/fs/starfarer/coreui/a$2,""" 天后维修完毕""","com/fs/starfarer/coreui/a$2.Õ00000 - String - "" 天后维修完毕""",
"""stored""",com/fs/starfarer/coreui/a$1,"""封存""","com/fs/starfarer/coreui/a$1.Õ00000 - String - ""战备""",
"""halted""",com/fs/starfarer/coreui/a$1,"""暂停修理""","com/fs/starfarer/coreui/a$1.Õ00000 - String - ""封存""",
"""halted""",com/fs/starfarer/coreui/a$1,"""封存""","com/fs/starfarer/coreui/a$1.Õ00000 - String - ""封存""",
"""flux""",com/fs/starfarer/tutorial/A$6,"""幅能""","com/fs/starfarer/tutorial/A$6.o00000 - String - ""幅能""",
"""%s to turn on your shields.""",com/fs/starfarer/tutorial/A$8,"""%s 打开你的护盾。""","com/fs/starfarer/tutorial/A$8.o00000 - String - ""%s 打开你的护盾。""",
"""Incoming""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,"""输入""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.sizeChanged - String - ""输入""",
"""Outgoing""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,"""输出""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.sizeChanged - String - ""输出""",
"""Commodities in circulation & excess stockpiles""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,"""商品流通 & 库存过剩""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.sizeChanged - String - ""商品流通 & 库存过剩""",
""" Imports""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 进口""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.sizeChanged - String - "" 进口""",
""" Production""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 产出""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.sizeChanged - String - "" 产出""",
""" Exports""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 出口""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.sizeChanged - String - "" 出口""",
""" Demand""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 需求""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.sizeChanged - String - "" 需求""",
"""Economic overview""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,"""经济概况""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.sizeChanged - String - ""经济概况""",
""" No significant imports""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 无有效进口""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.sizeChanged - String - "" 无有效进口""",
""" No significant production""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 无显著产出""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.sizeChanged - String - "" 无显著产出""",
""" No significant exports""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 无有效出口""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.sizeChanged - String - "" 无有效出口""",
""" No significant demand""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 无显著需求""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.sizeChanged - String - "" 无显著需求""",
"""No commodities in circulation last month""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,"""上个月没有商品流通""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.sizeChanged - String - ""上个月没有商品流通""",
"""Click on a commodity icon for detailed information""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,"""点击商品图标获取详细信息""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.updateGroupTooltip - String - ""点击商品图标获取详细信息""",
""": """,com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""": ""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.updateGroupTooltip - String - "": """,
"""excess stockpiles of ~""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,"""库存过剩 ~""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - ""库存过剩 ~""",
""" units, illegal on the open market""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 公开市场上违法""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - "" 公开市场上违法""",
"""excess stockpiles of ~""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,"""库存过剩 ~""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - ""库存过剩 ~""",
""" units, available for sale""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 可出售""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - "" 可出售""",
"""exported ~""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,"""出口 ~""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - ""出口 ~""",
""" units last month""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 上个月""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - "" 上个月""",
"""imported ~""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,"""进口 ~""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - ""进口 ~""",
""" units last month""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 上个月""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - "" 上个月""",
"""producing ~""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,"""生产 ~""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - ""生产 ~""",
""" units per month""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 每个月""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - "" 每个月""",
"""production reduced by ~""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,"""产量降低 ~""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - ""产量降低 ~""",
""" units due to local overstocking""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 由于当地库存过剩""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - "" 由于当地库存过剩""",
"""smuggled in ~""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,"""走私进口 ~""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - ""走私进口 ~""",
""" units last month""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 上个月""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - "" 上个月""",
"""smuggled out ~""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,"""走私出口 ~""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - ""走私出口 ~""",
""" units last month""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 上个月""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - "" 上个月""",
""" units in circulation, some may be for sale on the black market""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 在流通中，有的可能是黑市上出售的""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - "" 在流通中，有的可能是黑市上出售的""",
"""consuming ~""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,"""消耗 ~""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - ""消耗 ~""",
""" units per month""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 每个月""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - "" 每个月""",
"""met demand of ~""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,"""满足需求 ~""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - ""满足需求 ~""",
""" units in reserve, available for sale""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 库存可供出售""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - "" 库存可供出售""",
"""unmet demand of ~""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,"""未满足需求 ~""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - ""未满足需求 ~""",
""" units per month at current consumption rate""",com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel,""" 以当前消费率计算""","com/fs/starfarer/campaign/ui/marketinfo/EconomyOverviewPanel.getTextForMouseover - String - "" 以当前消费率计算""",
"""Select skills for """,com/fs/starfarer/coreui/classsuper,"""选择技能 ""","com/fs/starfarer/coreui/classsuper.sizeChanged - String - ""选择技能 """,
"""Confirm""",com/fs/starfarer/coreui/classsuper,"""确认""","com/fs/starfarer/coreui/classsuper.sizeChanged - String - ""确认""",
"""Cancel""",com/fs/starfarer/coreui/classsuper,"""取消""","com/fs/starfarer/coreui/classsuper.sizeChanged - String - ""取消""",
"""Skills: """,com/fs/starfarer/coreui/classsuper,"""技能：""","com/fs/starfarer/coreui/classsuper.createSkillPointsLabel - String - ""技能：""",
"""Skills: """,com/fs/starfarer/coreui/classsuper,"""技能：""","com/fs/starfarer/coreui/classsuper.updateSkillsLabel - String - ""技能：""",
"""Credits: """,com/fs/starfarer/coreui/refit/O0OO,"""星币：""","com/fs/starfarer/coreui/refit/D.advanceImpl - String - ""星币：""",
"""Excellent""",com/fs/starfarer/loading/specs/Z,"""优秀""","com/fs/starfarer/loading/specs/Z.getManeuverabilityDisplayName - String - ""优秀""",
"""Good""",com/fs/starfarer/loading/specs/Z,"""良好""","com/fs/starfarer/loading/specs/Z.getManeuverabilityDisplayName - String - ""良好""",
"""Medium""",com/fs/starfarer/loading/specs/Z,"""普通""","com/fs/starfarer/loading/specs/Z.getManeuverabilityDisplayName - String - ""普通""",
"""Poor""",com/fs/starfarer/loading/specs/Z,"""较差""","com/fs/starfarer/loading/specs/Z.getManeuverabilityDisplayName - String - ""较差""",
"""Very Poor""",com/fs/starfarer/loading/specs/Z,"""很差""","com/fs/starfarer/loading/specs/Z.getManeuverabilityDisplayName - String - ""很差""",
"""Planets""",com/fs/starfarer/campaign/comms/return,"""星球""","com/fs/starfarer/campaign/comms/return.return.null - String - ""星球""",
"""Factions""",com/fs/starfarer/campaign/comms/return,"""势力""","com/fs/starfarer/campaign/comms/return.return.null - String - ""势力""",
"""Intel""",com/fs/starfarer/campaign/comms/return,"""信息""","com/fs/starfarer/campaign/comms/return.return.null - String - ""信息""","需要调试
检查事件tag翻译是否对这个有影响"
"""A makeshift cargo container""",com/fs/starfarer/campaign/accidents/o0oO,"""一个临时的货物箱""","com/fs/starfarer/campaign/accidents/o0oO.Ó00000 - String - ""一个临时的货物箱""",
"""An improvised cargo container""",com/fs/starfarer/campaign/accidents/o0oO,"""一个简易的集装箱""","com/fs/starfarer/campaign/accidents/o0oO.Ó00000 - String - ""一个简易的集装箱""",
"""A jury-rigged cargo container""",com/fs/starfarer/campaign/accidents/o0oO,"""一个临时的集装箱""","com/fs/starfarer/campaign/accidents/o0oO.Ó00000 - String - ""一个临时的集装箱""",
"""'s magnetic coupling has failed, causing a high-speed collision and resulting in""",com/fs/starfarer/campaign/accidents/o0oO,"""的磁力固定器出现故障，引起了一起高速碰撞事故，导致""","com/fs/starfarer/campaign/accidents/o0oO.Ó00000 - String - ""的磁力固定器出现故障，引起了一起高速碰撞事故，导致""",
""" depressurized, causing a high-speed collision and resulting in""",com/fs/starfarer/campaign/accidents/o0oO,""" 发生失压，引起了一起高速碰撞事故，导致""","com/fs/starfarer/campaign/accidents/o0oO.Ó00000 - String - "" 发生失压，引起了一起高速碰撞事故，导致""",
""" required emergency maintenance, resulting in""",com/fs/starfarer/campaign/accidents/o0oO,""" 需要紧急维修，导致""","com/fs/starfarer/campaign/accidents/o0oO.Ó00000 - String - "" 需要紧急维修，导致""",
"""'s magnetic coupling has failed, causing a high-speed collision and resulting in""",com/fs/starfarer/campaign/accidents/o0oO,"""的磁力固定器出现故障，引起了一起高速碰撞事故，导致""","com/fs/starfarer/campaign/accidents/o0oO.Ó00000 - String - ""的磁力固定器出现故障，引起了一起高速碰撞事故，导致""",
""" depressurized, scattering high-velocity shrapnel and resulting in""",com/fs/starfarer/campaign/accidents/o0oO,""" 发生失压，四散的高速破片导致""","com/fs/starfarer/campaign/accidents/o0oO.Ó00000 - String - "" 发生失压，四散的高速破片导致""",
""" suffered a catastrophic depressurization, scattering high-velocity debris in the path of your fleet and resulting in""",com/fs/starfarer/campaign/accidents/o0oO,""" 发生了灾难性失压，四散的高速残骸碎片冲入了你的舰队航行路径，导致""","com/fs/starfarer/campaign/accidents/o0oO.Ó00000 - String - "" 发生了灾难性失压，四散的高速残骸碎片冲入了你的舰队航行路径，导致""",
""" suffered an unknown problem""",com/fs/starfarer/campaign/accidents/o0oO,""" 遭遇未知问题""","com/fs/starfarer/campaign/accidents/o0oO.Ó00000 - String - "" 遭遇未知问题""",
"""Cargo capacity exceeded""",com/fs/starfarer/campaign/accidents/o0oO,"""货物超载""","com/fs/starfarer/campaign/accidents/o0oO.Ò00000 - String - ""货物超载""",
"""Makeshift cargo capacity""",com/fs/starfarer/campaign/accidents/o0oO,"""临时货舱""","com/fs/starfarer/campaign/accidents/o0oO.Ó00000 - String - ""临时货舱""",
"""Dispose of excess cargo, or acquire more ships to increase your fleet's cargo capacity""",com/fs/starfarer/campaign/accidents/o0oO,"""处理多余货物，或用更多的船只来提高你的舰队的货运能力""","com/fs/starfarer/campaign/accidents/o0oO.String - String - ""处理多余货物，或用更多的船只来提高你的舰队的货运能力""",
"""In your cargo holds""",com/fs/starfarer/coreui/refit/auto/F,"""你的货舱""","com/fs/starfarer/coreui/refit/auto/F.<init> - String - ""你的货舱""",
"""In your cargo holds""",com/fs/starfarer/coreui/refit/auto/F,"""你的货舱""","com/fs/starfarer/coreui/refit/auto/F.<init> - String - ""你的货舱""",
"""your cargo hold""",com/fs/starfarer/coreui/refit/auto/K,"""你的货舱""","com/fs/starfarer/coreui/refit/auto/K.clearFighterSlot - String - ""你的货舱""",
"""your cargo hold""",com/fs/starfarer/coreui/refit/auto/K,"""你的货舱""","com/fs/starfarer/coreui/refit/auto/K.clearWeaponSlot - String - ""你的货舱""",
"""Other""",com/fs/starfarer/campaign/ui/marketinfo/oO0o,"""其它""","com/fs/starfarer/campaign/ui/marketinfo/d.<init> - String - ""其它""",
"""Structure""",com/fs/starfarer/campaign/ui/marketinfo/oO0o,"""其他设施""","com/fs/starfarer/campaign/ui/marketinfo/d.<init> - String - ""其他设施""",
"""Industry""",com/fs/starfarer/campaign/ui/marketinfo/oO0o,"""工业设施""","com/fs/starfarer/campaign/ui/marketinfo/d.<init> - String - ""工业设施""",
"""days""",com/fs/starfarer/campaign/ui/marketinfo/oO0o,"""天""","com/fs/starfarer/campaign/ui/marketinfo/d.sizeChanged - String - ""天""",
