RAW,cn.mn,constant,constantCN
"com/fs/starfarer/api/util/Misc.getPlanetSurveyClass - String - "" Survey Data""",com/fs/starfarer/api/util/Misc.getPlanetSurveyClass , Survey Data,#N/A
"com/fs/starfarer/api/util/Misc.getPlanetSurveyClass - String - ""Class N""",com/fs/starfarer/api/util/Misc.getPlanetSurveyClass ,Class N,#N/A
"com/fs/starfarer/api/util/Misc.giveStandardReturnToSourceAssignments - String - ""returning to """,com/fs/starfarer/api/util/Misc.giveStandardReturnToSourceAssignments ,returning to ,返回 
"com/fs/starfarer/api/util/Misc.giveStandardReturnToSourceAssignments - String - ""returning to """,com/fs/starfarer/api/util/Misc.giveStandardReturnToSourceAssignments ,returning to ,返回 
"com/fs/starfarer/api/util/Misc.giveStandardReturnAssignments - String - ""returning to """,com/fs/starfarer/api/util/Misc.giveStandardReturnAssignments ,returning to ,返回 
"com/fs/starfarer/api/util/Misc.addStorageInfo - String - ""Cargo in storage""",com/fs/starfarer/api/util/Misc.addStorageInfo ,Cargo in storage,存储的货物
"com/fs/starfarer/api/util/Misc.addStorageInfo - String - ""Cargo in storage and resource stockpiles""",com/fs/starfarer/api/util/Misc.addStorageInfo ,Cargo in storage and resource stockpiles,仓库存储与资源库存
"com/fs/starfarer/api/util/Misc.addStorageInfo - String - ""Ships in storage""",com/fs/starfarer/api/util/Misc.addStorageInfo ,Ships in storage,入库中的舰船
"com/fs/starfarer/api/util/Misc.addStorageInfo - String - ""Ships in storage""",com/fs/starfarer/api/util/Misc.addStorageInfo ,Ships in storage,入库中的舰船
"com/fs/starfarer/api/util/Misc.addStorageInfo - String - ""Monthly storage fee: %s""",com/fs/starfarer/api/util/Misc.addStorageInfo ,Monthly storage fee: %s,每月仓管费：%s
"com/fs/starfarer/api/util/Misc.showCost - String - ""Resources: consumed (available)""",com/fs/starfarer/api/util/Misc.showCost ,Resources: consumed (available),资源：消耗 (可用) 
"com/fs/starfarer/api/util/Misc.addDesignTypePara - String - ""Design type: %s""",com/fs/starfarer/api/util/Misc.addDesignTypePara ,Design type: %s,设计类型： %s
"com/fs/starfarer/api/util/Misc.getStrengthDesc - String - ""very weak""",com/fs/starfarer/api/util/Misc.getStrengthDesc ,very weak,非常弱小
"com/fs/starfarer/api/util/Misc.getStrengthDesc - String - ""somewhat weak""",com/fs/starfarer/api/util/Misc.getStrengthDesc ,somewhat weak,比较弱小
"com/fs/starfarer/api/util/Misc.getStrengthDesc - String - ""fairly capable""",com/fs/starfarer/api/util/Misc.getStrengthDesc ,fairly capable,颇具威胁
"com/fs/starfarer/api/util/Misc.getStrengthDesc - String - ""fairly strong""",com/fs/starfarer/api/util/Misc.getStrengthDesc ,fairly strong,比较强大
"com/fs/starfarer/api/util/Misc.getStrengthDesc - String - ""strong""",com/fs/starfarer/api/util/Misc.getStrengthDesc ,strong,相当强大
"com/fs/starfarer/api/util/Misc.getStrengthDesc - String - ""very strong""",com/fs/starfarer/api/util/Misc.getStrengthDesc ,very strong,非常强大
"com/fs/starfarer/api/util/Misc.getPersonalityName - String - ""Fearless""",com/fs/starfarer/api/util/Misc.getPersonalityName ,Fearless,无所畏惧
"com/fs/starfarer/api/util/Misc.getAOrAnFor - String - ""an""",com/fs/starfarer/api/util/Misc.getAOrAnFor ,an,一个
"com/fs/starfarer/api/util/Misc.getAOrAnFor - String - ""an""",com/fs/starfarer/api/util/Misc.getAOrAnFor ,an,一个
"com/fs/starfarer/api/util/Misc.getAOrAnFor - String - ""a""",com/fs/starfarer/api/util/Misc.getAOrAnFor ,a,一个
"com/fs/starfarer/api/util/Misc.getAOrAnFor - String - ""a""",com/fs/starfarer/api/util/Misc.getAOrAnFor ,a,一个
"com/fs/starfarer/api/util/Misc.getAOrAnFor - String - ""a""",com/fs/starfarer/api/util/Misc.getAOrAnFor ,a,一个
"com/fs/starfarer/api/util/Misc.getAOrAnFor - String - ""an""",com/fs/starfarer/api/util/Misc.getAOrAnFor ,an,一个
"com/fs/starfarer/api/util/Misc.getAOrAnFor - String - ""an""",com/fs/starfarer/api/util/Misc.getAOrAnFor ,an,一个
"com/fs/starfarer/api/util/Misc.getAOrAnFor - String - ""a""",com/fs/starfarer/api/util/Misc.getAOrAnFor ,a,一个
"com/fs/starfarer/api/util/Misc.getHullSizeStr - String - ""Capital""",com/fs/starfarer/api/util/Misc.getHullSizeStr ,Capital,主力舰
"com/fs/starfarer/api/util/Misc.getHullSizeStr - String - ""Cruiser""",com/fs/starfarer/api/util/Misc.getHullSizeStr ,Cruiser,巡洋舰
"com/fs/starfarer/api/util/Misc.getHullSizeStr - String - ""Destroyer""",com/fs/starfarer/api/util/Misc.getHullSizeStr ,Destroyer,驱逐舰
"com/fs/starfarer/api/util/Misc.getHullSizeStr - String - ""Fighter""",com/fs/starfarer/api/util/Misc.getHullSizeStr ,Fighter,战机
"com/fs/starfarer/api/util/Misc.getHullSizeStr - String - ""Frigate""",com/fs/starfarer/api/util/Misc.getHullSizeStr ,Frigate,护卫舰
"com/fs/starfarer/api/util/Misc.getHullSizeStr - String - ""Unknown""",com/fs/starfarer/api/util/Misc.getHullSizeStr ,Unknown,未知
"com/fs/starfarer/api/impl/combat/EntropyAmplifierStats.apply - String - ""Amplified Entropy!""",com/fs/starfarer/api/impl/combat/EntropyAmplifierStats.apply ,Amplified Entropy!,放大熵！
"com/fs/starfarer/api/impl/combat/EntropyAmplifierStats.getStatusData - String - ""% more damage to target""",com/fs/starfarer/api/impl/combat/EntropyAmplifierStats.getStatusData ,% more damage to target,% 伤害提高
"com/fs/starfarer/api/impl/combat/EntropyAmplifierStats.getInfoText - String - ""READY""",com/fs/starfarer/api/impl/combat/EntropyAmplifierStats.getInfoText ,READY,就绪
"com/fs/starfarer/api/impl/combat/EntropyAmplifierStats.getInfoText - String - ""OUT OF RANGE""",com/fs/starfarer/api/impl/combat/EntropyAmplifierStats.getInfoText ,OUT OF RANGE,超出范围
"com/fs/starfarer/api/impl/combat/EntropyAmplifierStats.getInfoText - String - ""NO TARGET""",com/fs/starfarer/api/impl/combat/EntropyAmplifierStats.getInfoText ,NO TARGET,没有目标
"com/fs/starfarer/api/campaign/impl/items/GenericSpecialItemPlugin.addReqsSection - String - ""Requires:""",com/fs/starfarer/api/campaign/impl/items/GenericSpecialItemPlugin.addReqsSection ,Requires:,所需环境：
"com/fs/starfarer/api/campaign/impl/items/GenericSpecialItemPlugin.createTooltip - String - ""Design type: """,com/fs/starfarer/api/campaign/impl/items/GenericSpecialItemPlugin.createTooltip ,Design type: ,设计类型： 
"com/fs/starfarer/api/campaign/impl/items/GenericSpecialItemPlugin.createTooltip - String - ""Installed in:""",com/fs/starfarer/api/campaign/impl/items/GenericSpecialItemPlugin.createTooltip ,Installed in:,所需设施：
"com/fs/starfarer/api/campaign/impl/items/GenericSpecialItemPlugin.createTooltip - String - ""Requires:""",com/fs/starfarer/api/campaign/impl/items/GenericSpecialItemPlugin.createTooltip ,Requires:,所需环境：
"com/fs/starfarer/api/impl/campaign/GateEntityPlugin.advance - String - ""Active Gate""",com/fs/starfarer/api/impl/campaign/GateEntityPlugin.advance ,Active Gate,激活的星门
"com/fs/starfarer/api/impl/campaign/GateEntityPlugin.createMapTooltip - String - ""Active""",com/fs/starfarer/api/impl/campaign/GateEntityPlugin.createMapTooltip ,Active,已激活
"com/fs/starfarer/api/impl/campaign/GateEntityPlugin.createMapTooltip - String - ""Scanned""",com/fs/starfarer/api/impl/campaign/GateEntityPlugin.createMapTooltip ,Scanned,已扫描
"com/fs/starfarer/api/impl/campaign/GateEntityPlugin.appendToCampaignTooltip - String - ""This gate is active.""",com/fs/starfarer/api/impl/campaign/GateEntityPlugin.appendToCampaignTooltip ,This gate is active.,该星门目前已被激活。
"com/fs/starfarer/api/impl/campaign/GateEntityPlugin.appendToCampaignTooltip - String - ""You've scanned this gate.""",com/fs/starfarer/api/impl/campaign/GateEntityPlugin.appendToCampaignTooltip ,You've scanned this gate.,已经扫描了这处星门。
"com/fs/starfarer/api/impl/combat/DamperFieldOmegaStats.getStatusData - String - ""% less flux generated""",com/fs/starfarer/api/impl/combat/DamperFieldOmegaStats.getStatusData ,% less flux generated,% 产生的幅能降低
"com/fs/starfarer/api/impl/combat/DamperFieldOmegaStats.getStatusData - String - ""% less damage taken""",com/fs/starfarer/api/impl/combat/DamperFieldOmegaStats.getStatusData ,% less damage taken,% 降低受到的伤害
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.callEvent - String - ""Repaired at dockyard""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.callEvent ,Repaired at dockyard,在船坞修理
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.callEvent - String - "" Also: you'll need to re-dock with your transponder turned on to take advantage of Ancyra's facilities.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.callEvent ,"

Also: you'll need to re-dock with your transponder turned on to take advantage of Ancyra's facilities.","

此外：您需要重新开启应答器以便使用 Ancyra 的设施。"
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.callEvent - String - ""(Once this conversation is over, press %s to open the refit screen. After selecting a specific ship, you can press %s to %s - pick a desired loadout, and the ship will be automatically refitted to match it, using what weapons are available.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.callEvent ,"(Once this conversation is over, press %s to open the refit screen. After selecting a specific ship, you can press %s to %s - pick a desired loadout, and the ship will be automatically refitted to match it, using what weapons are available.",(当本对话结束后，按 %s 来开启装配页面。选择一艘舰船后，你可以按 %s 和 %s —— 来选择你想要的装配方案。舰船会自动使用可用的武器来尽量满足你选择的装配方案。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.callEvent - String - """"autofit""""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.callEvent ,"""autofit""","""自动装配"""
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.callEvent - String - ""In addition, you now have access to local storage at Ancyra, and some weapons and supplies have been placed there. To access it, click on the ""Storage"" button in the trade screen.)""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.callEvent ,"In addition, you now have access to local storage at Ancyra, and some weapons and supplies have been placed there. To access it, click on the ""Storage"" button in the trade screen.)",除此之外，你现在可以使用 Ancyra 当地的仓库，并且里面已经存放了一些武器和补给。你可以点选 点选交易页面的 仓库 按钮来拿取它们。)
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.callEvent - String - """"Storage""""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.callEvent ,"""Storage""","""仓库"""
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints - String - ""Contact """,com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints ,Contact ,联系 
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints - String - "" at Ancyra""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints , at Ancyra,，其位置在 Ancyra.
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints - String - ""Sneak into """,com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints ,Sneak into ,潜入 
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints - String - ""Contact """,com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints ,Contact ,联系 
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints - String - "" and retrieve data""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints , and retrieve data, 并获得调查报告
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints - String - ""Deliver data to """,com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints ,Deliver data to ,将数据交给 
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints - String - "" at Ancyra""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints , at Ancyra,，其位置在 Ancyra.
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints - String - ""Retrieve AI core from derelict probe beyond the orbit of Pontus""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints ,Retrieve AI core from derelict probe beyond the orbit of Pontus,前往 Pontus 气态巨行星轨道外的 废弃探测器取回 AI 核心
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints - String - ""Deliver AI core to """,com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints ,Deliver AI core to ,把 AI 核心交给 
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints - String - "" at Ancyra""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints , at Ancyra,，其位置在 Ancyra.
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints - String - ""Recover at least %s ships at Tetra""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints ,Recover at least %s ships at Tetra,前往 Tetra 附近并至少打捞 %s 艘舰船
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints - String - ""Return to """,com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints ,Return to ,回到 
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints - String - "" with the ships""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints , with the ships," 那，并向其展示你的 ""新船"""
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints - String - ""Stabilize the inner-system jump-point""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints ,Stabilize the inner-system jump-point,稳定星系内部跳跃点
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints - String - ""Return to Ancyra and report your success""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints ,Return to Ancyra and report your success,回到 Ancyra 并带回你的捷报
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints - String - ""Deliver report to """,com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints ,Deliver report to ,前往 Jangala 并将报给提交给 
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints - String - "" at Jangala""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints , at Jangala, 
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints - String - ""Completed""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.addBulletPoints ,Completed,完成
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.getName - String - ""Stabilize the Jump-points""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.getName ,Stabilize the Jump-points,稳定跳跃点
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""You receive a tight-beam communication from the system's main inhabited world, Ancyra.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,"You receive a tight-beam communication from the system's main inhabited world, Ancyra.",你收到本星系可居住行星 Ancyra 的近距离光束通信。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""The message is brief and asks you to travel there and contact """,com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,The message is brief and asks you to travel there and contact ,消息很简单，要求你尽快前往那里并联系 
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - "" as soon as possible.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription , as soon as possible., 。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""Contact """,com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,Contact ,联系 
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - "" at Derinkuyu Mining Station """,com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription , at Derinkuyu Mining Station ,，并在 Derinkuyu 采矿站那
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""to acquire the raw jump-point readings.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,to acquire the raw jump-point readings.,获取 原始跳跃点读数。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""Contact must be made with the transponder off as the miners of Derinkuyu have turned pirate and your fleet will be attacked otherwise.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,Contact must be made with the transponder off as the miners of Derinkuyu have turned pirate and your fleet will be attacked otherwise.,须关闭应答器，因为 Derinkuyu 采矿站已被海盗占领，否则你的舰队将受到攻击。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""Use %s to avoid detection, and %s to get away if you are seen.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,"Use %s to avoid detection, and %s to get away if you are seen.",利用 %s 来潜入，如果被发现，可使用 %s 逃跑。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""Go Dark""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,Go Dark,匿踪
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""Emergency Burn""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,Emergency Burn,紧急加速
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""Return to Ancyra and contact """,com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,Return to Ancyra and contact ,返回 Ancyra 并联系 
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - "" to deliver the jump-point data.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription , to deliver the jump-point data., 以交付跳跃点数据。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""Analyzing the jump-point data requires an AI Core.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,Analyzing the jump-point data requires an AI Core.,由于分析该跳跃点数据需要一个 AI 核心。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""There's a Domain-era survey probe outside the orbit of Pontus. If salvaged, it's likely to yield a gamma AI core, which should be sufficient for the task.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,"There's a Domain-era survey probe outside the orbit of Pontus. If salvaged, it's likely to yield a gamma AI core, which should be sufficient for the task.",而在 Pontus 气态巨行星轨道附近有一架废弃的 人之领-探测器，如果前去回收，将很可能获得 伽马 AI 核心，这就应该足以完成分析任务。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""Go to Pontus, head out towards the asteroid belt, and then use an %s to locate the probe. """,com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,"Go to Pontus, head out towards the asteroid belt, and then use an %s to locate the probe. ",即刻前往 Pontus 气态巨行星，在靠近小行星带时，使用 %s 来定位探测器位置。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""Active Sensor Burst""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,Active Sensor Burst,传感器扫描
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""Approach the probe and salvage it to recover the gamma core.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,Approach the probe and salvage it to recover the gamma core.,接近探测器并打捞它来获得 AI 核心。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""It's likely that you will have to overcome some automated defenses first.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,It's likely that you will have to overcome some automated defenses first.,但你必须面对那些仍在运作的自动防御系统。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""Return to Ancyra and contact """,com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,Return to Ancyra and contact ,返回 Ancyra 并联系 
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - "" to deliver the AI core.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription , to deliver the AI core., 以交付 AI 核心。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""Go to the ship graveyard around Tetra and recover as many ships as possible.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,Go to the ship graveyard around Tetra and recover as many ships as possible.,前往 Tetra 荒芜行星附近的沉船墓地，并尽可能地恢复可用舰船。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""Bring extra crew to man the recovered ships, and extra supplies to help restore their combat readiness.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,"Bring extra crew to man the recovered ships, and extra supplies to  help restore their combat readiness.",带上额外的船员能有助于确保修复的舰船拥有足够船员，带上额外的补给有助于恢复那些舰船的 战备值。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""Return to """,com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,Return to ,回到 
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - "" at Ancyra for help with outfitting the recovered ships with weapons.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription , at Ancyra for help with outfitting the recovered ships with weapons., 那，并在 Ancyra 的船坞里为你所打捞上的舰船配备合适武器。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""Use the hyperwave sequence produced by the AI core to stabilize the inner-system jump-point.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,Use the hyperwave sequence produced by the AI core to stabilize the inner-system jump-point.,利用 AI 核心产生的超波序列来稳定星系内部跳跃点。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""You will have to defeat the pirates guarding it first.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,You will have to defeat the pirates guarding it first.,但你必须先击败守卫它的海盗。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""Galatia's connection with hyperspace has been restored, and trade fleets are once again able to enter and leave the system.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,"Galatia's connection with hyperspace has been restored, and trade fleets are once again able to enter and leave the system.",Galatia 与超空间的连接已经恢复，贸易舰队将允许 再次进出该星系。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""The Derinkuyu leadership will surely soon be toppled by rank-and-file miners eager to get on the right side of the law once again.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,The Derinkuyu leadership will surely soon be toppled by rank-and-file miners eager to get on the right side of the law once again.,而 Derinkuyu 的领导层肯定很快就会被渴望再次 站在正义与法律一边的普通矿工们所推翻。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - "" has tasked you with delivering a report """,com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription , has tasked you with delivering a report ," 要求你即刻前往 Jangala, "
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""detailing the recent events to the """,com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,detailing the recent events to the ,并将这份报告交给 
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - "" at Jangala.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription , at Jangala., 来获取奖励。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""Make sure you have enough fuel to make the trip successfully.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,Make sure you have enough fuel to make the trip successfully.,确保你有足够的燃料来顺利远航。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""You have delivered the report and your standing with the Hegemony has increased substantially.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,You have delivered the report and your standing with the Hegemony has increased substantially.,在提交报告后，你与霸主间的关系有了实质性的提升。
"com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription - String - ""Galatia's connection with hyperspace has been restored, and trade fleets are once again able to enter and leave the system.""",com/fs/starfarer/api/impl/campaign/tutorial/TutorialMissionIntel.createSmallDescription ,"Galatia's connection with hyperspace has been restored, and trade fleets are once again able to enter and leave the system.",Galatia 与超空间的连接已经恢复，贸易舰队将允许 再次进出该星系。
"com/fs/starfarer/api/impl/campaign/intel/bar/events/BaseBarEventWithPerson.getManOrWoman - String - ""man""",com/fs/starfarer/api/impl/campaign/intel/bar/events/BaseBarEventWithPerson.getManOrWoman ,man,男人
"com/fs/starfarer/api/impl/campaign/intel/bar/events/BaseBarEventWithPerson.getManOrWoman - String - ""woman""",com/fs/starfarer/api/impl/campaign/intel/bar/events/BaseBarEventWithPerson.getManOrWoman ,woman,女人
"com/fs/starfarer/api/impl/campaign/intel/bar/events/BaseBarEventWithPerson.getHeOrShe - String - ""he""",com/fs/starfarer/api/impl/campaign/intel/bar/events/BaseBarEventWithPerson.getHeOrShe ,he,他
"com/fs/starfarer/api/impl/campaign/intel/bar/events/BaseBarEventWithPerson.getHeOrShe - String - ""she""",com/fs/starfarer/api/impl/campaign/intel/bar/events/BaseBarEventWithPerson.getHeOrShe ,she,她
"com/fs/starfarer/api/impl/campaign/intel/bar/events/BaseBarEventWithPerson.getHimOrHer - String - ""him""",com/fs/starfarer/api/impl/campaign/intel/bar/events/BaseBarEventWithPerson.getHimOrHer ,him,他
"com/fs/starfarer/api/impl/campaign/intel/bar/events/BaseBarEventWithPerson.getHimOrHer - String - ""her""",com/fs/starfarer/api/impl/campaign/intel/bar/events/BaseBarEventWithPerson.getHimOrHer ,her,她
"com/fs/starfarer/api/impl/campaign/intel/bar/events/BaseBarEventWithPerson.getHimOrHerself - String - ""himself""",com/fs/starfarer/api/impl/campaign/intel/bar/events/BaseBarEventWithPerson.getHimOrHerself ,himself,他
"com/fs/starfarer/api/impl/campaign/intel/bar/events/BaseBarEventWithPerson.getHimOrHerself - String - ""herself""",com/fs/starfarer/api/impl/campaign/intel/bar/events/BaseBarEventWithPerson.getHimOrHerself ,herself,她
