RAW,cn.mn,constant,constantCN
"com/fs/starfarer/launcher/opengl/ooOO.<init> - String - ""Warning - memory settings will not apply because the JVM will not be restarted on launch due to settings.json configuration""",com/fs/starfarer/launcher/opengl/ooOO.<init> ,Warning - memory settings will not apply because the JVM will not be restarted on launch due to settings.json configuration,警告 - 内存分配并未正确应用，因为 JVM 将不会因为 settings.json 的配置而在启动时重新启动
"com/fs/starfarer/launcher/opengl/ooOO.<init> - String - ""Applying these settings will restart the launcher""",com/fs/starfarer/launcher/opengl/ooOO.<init> ,Applying these settings will restart the launcher,应用这些设置将会重新启动游戏
"com/fs/starfarer/launcher/opengl/ooOO.getSelectedSamples - String - "" samples""",com/fs/starfarer/launcher/opengl/ooOO.getSelectedSamples , samples, 倍
"com/fs/starfarer/launcher/opengl/ooOO.??0000 - String - ""Off""",com/fs/starfarer/launcher/opengl/ooOO.??0000 ,Off,关闭
"com/fs/starfarer/launcher/opengl/ooOO.??0000 - String - "" samples""",com/fs/starfarer/launcher/opengl/ooOO.??0000 , samples, 倍
"com/fs/starfarer/launcher/opengl/ooOO.??0000 - String - ""Off""",com/fs/starfarer/launcher/opengl/ooOO.??0000 ,Off,关闭
"com/fs/starfarer/launcher/opengl/ooOO.advanceImpl - String - ""Recommended antialiasing settings: UI scaling of 100%, 200%, or 300%: Off Otherwise: 12 samples or higher""",com/fs/starfarer/launcher/opengl/ooOO.advanceImpl ,"Recommended antialiasing settings:\n\nUI scaling of 100%, 200%, or 300%: Off\nOtherwise: 12 samples or higher",推荐的抗锯齿设置：\n\nUI 缩放为整数 (100%/200%/300%) 的情况：关闭\n其他情况：12 采样倍数 或更高
"com/fs/starfarer/launcher/opengl/ooOO.advanceImpl - String - ""An antialiasing setting of """,com/fs/starfarer/launcher/opengl/ooOO.advanceImpl ,An antialiasing setting of ,当 采样倍数 设为 
"com/fs/starfarer/launcher/opengl/ooOO.advanceImpl - String - "" samples or higher """,com/fs/starfarer/launcher/opengl/ooOO.advanceImpl , samples or higher , 或更高时，
"com/fs/starfarer/launcher/opengl/ooOO.advanceImpl - String - ""is recommended when using UI scaling other than 100%, 200%, or 300%. Otherwise, certain fonts and other UI elements """,com/fs/starfarer/launcher/opengl/ooOO.advanceImpl ,"is recommended when using UI scaling other than 100%, 200%, or 300%.\n\nOtherwise, certain fonts and other UI elements ",推荐将 UI 缩放设置为非整数 (非 100%/200%/300%)。\n\n否则，某些字体和其他 UI 元素
"com/fs/starfarer/launcher/opengl/ooOO.advanceImpl - String - ""may look pixelated or distorted. """,com/fs/starfarer/launcher/opengl/ooOO.advanceImpl ,may look pixelated or distorted.\n\n\n,可能渲染失调。\n\n\n
"com/fs/starfarer/launcher/opengl/ooOO.advanceImpl - String - ""Antialiasing is NOT RECOMMENDED when using UI scaling of 100%, 200%, or 300%. It will likely negatively affect the look of certain UI elements. """,com/fs/starfarer/launcher/opengl/ooOO.advanceImpl ,"Antialiasing is NOT RECOMMENDED when using UI scaling of 100%, 200%, or 300%.\n\nIt will likely negatively affect the look of certain UI elements.\n\n\n",当使用 100%/200%/300% 之类的整数 UI 缩放时，不建议开启抗锯齿功能。\n\n因为者这可能导致 UI 界面元素失调。\n\n\n
"com/fs/starfarer/launcher/opengl/ooOO.actionPerformed - String - "" samples""",com/fs/starfarer/launcher/opengl/ooOO.actionPerformed , samples, 倍
"com/fs/starfarer/launcher/opengl/ooOO.actionPerformed - String - ""Off""",com/fs/starfarer/launcher/opengl/ooOO.actionPerformed ,Off,关闭
"com/fs/starfarer/campaign/CampaignPlanet.getTypeNameWithWorld - String - "" World""",com/fs/starfarer/campaign/CampaignPlanet.getTypeNameWithWorld , World, 行星
"com/fs/starfarer/campaign/CampaignPlanet.getTypeNameWithWorldLowerCase - String - "" World""",com/fs/starfarer/campaign/CampaignPlanet.getTypeNameWithWorldLowerCase , World, 行星
"com/fs/starfarer/campaign/CampaignPlanet.getTypeNameWithLowerCaseWorld - String - "" world""",com/fs/starfarer/campaign/CampaignPlanet.getTypeNameWithLowerCaseWorld , world, 行星
"com/fs/starfarer/campaign/ui/intel/PlanetListV2$o.<init> - String - ""Station""",com/fs/starfarer/campaign/ui/intel/PlanetListV2$o.<init> ,Station,#N/A
"com/fs/starfarer/campaign/ui/intel/PlanetListV2$o.<init> - String - ""I""",com/fs/starfarer/campaign/ui/intel/PlanetListV2$o.<init> ,I,#N/A
"com/fs/starfarer/campaign/ui/intel/PlanetListV2$o.<init> - String - ""II""",com/fs/starfarer/campaign/ui/intel/PlanetListV2$o.<init> ,II,#N/A
"com/fs/starfarer/campaign/ui/intel/PlanetListV2$o.<init> - String - ""III""",com/fs/starfarer/campaign/ui/intel/PlanetListV2$o.<init> ,III,#N/A
"com/fs/starfarer/campaign/ui/intel/PlanetListV2$o.<init> - String - ""IV""",com/fs/starfarer/campaign/ui/intel/PlanetListV2$o.<init> ,IV,#N/A
"com/fs/starfarer/campaign/ui/intel/PlanetListV2$o.<init> - String - ""V""",com/fs/starfarer/campaign/ui/intel/PlanetListV2$o.<init> ,V,#N/A
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Logistical data""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Logistical data,后勤数据
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - "" (mothballed)""",com/fs/starfarer/campaign/ui/trade/new.??O000 , (mothballed),#N/A
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Combat performance""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Combat performance,战斗性能
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Hull size""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Hull size,#N/A
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Relative size""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Relative size,#N/A
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Hull integrity""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Hull integrity,结构值
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Armor rating""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Armor rating,装甲值
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Phase Cloak""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Phase Cloak,相位线圈
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Defense""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Defense,防御方式
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Phase Cloak""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Phase Cloak,相位线圈
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Special""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Special,特殊系统
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Cloak activation cost""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Cloak activation cost,相位线圈激活
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Cloak upkeep/sec""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Cloak upkeep/sec,相位线圈维持 (幅能/秒) 
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Defense""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Defense,防御方式
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Front Shield""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Front Shield,前盾
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Defense""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Defense,防御方式
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Omni Shield""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Omni Shield,全盾
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Shield arc""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Shield arc,护盾角度
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Shield upkeep/sec""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Shield upkeep/sec,护盾维持 (幅能/秒) 
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Flux/damage""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Flux/damage,幅能/伤害
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Defense""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Defense,防御方式
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""None""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,None,无
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Flux capacity""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Flux capacity,幅能容量
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Flux dissipation""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Flux dissipation,幅能耗散
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Combat speed""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Combat speed,最高航速
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Maneuverability""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Maneuverability,机动性
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Not available (module)""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Not available (module),#N/A
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Capital""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Capital,#N/A
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Cruiser""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Cruiser,#N/A
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Destroyer""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Destroyer,#N/A
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Frigate""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Frigate,#N/A
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Fighter""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Fighter,#N/A
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Ordnance points""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Ordnance points,#N/A
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Maintenance (supplies/mo)""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Maintenance (supplies/mo),维护消耗 (补给/月) 
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Fuel / light year, jump cost""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,"Fuel / light year, jump cost",燃料消耗 (光年) 
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Peak performance (sec)""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Peak performance (sec),峰值时间 (秒) 
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - "" Recovery cost (supplies)""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,  Recovery cost (supplies),战备恢复成本 (补给)
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - "" Recovery rate (per day)""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,  Recovery rate (per day),战备恢复速率 (每天)
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Skeleton crew required""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Skeleton crew required,必要船员
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Maintenance (sup/mo)""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Maintenance (sup/mo),#N/A
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Fuel / ly, jump cost""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,"Fuel / ly, jump cost",#N/A
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Peak performance""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Peak performance,#N/A
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - "" Recovery (supplies)""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,  Recovery (supplies),#N/A
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Skeleton crew""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Skeleton crew,#N/A
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - "" Recovery (/ day)""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,  Recovery (/ day),#N/A
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""CR per fighter deployed""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,CR per fighter deployed,战机作战后消耗的战备值 (CR) 
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""CR per deployment""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,CR per deployment,作战后消耗的战备值 (CR) 
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - "" Deployment points""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,  Deployment points,  - 部署点数
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""CR per fighter deployed""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,CR per fighter deployed,战机作战后消耗的战备值 (CR) 
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""CR per deployment""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,CR per deployment,作战后消耗的战备值 (CR) 
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - "" Deployment points""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,  Deployment points,  - 部署点数
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Unlimited""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Unlimited,无限
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Crew complement""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Crew complement,船员配额
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""none""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,none,无 
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Crew complement""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Crew complement,船员配额
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Crew complement""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Crew complement,船员配额
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""full""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,full,无
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Sensor profile""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Sensor profile,被侦测范围
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Sensor strength""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Sensor strength,探测范围
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Cargo capacity""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Cargo capacity,载货量
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Maximum crew""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Maximum crew,最大载员
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Fuel capacity""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Fuel capacity,燃料容量
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Maximum burn""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Maximum burn,最大宇宙航速
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Capital""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Capital,主力舰
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Cruiser""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Cruiser,巡洋舰
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Destroyer""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Destroyer,驱逐舰
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Frigate""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Frigate,护卫舰
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Fighter""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Fighter,战机
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Ordnance points""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Ordnance points,装配点数
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Hull integrity""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Hull integrity,结构值
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Armor rating""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Armor rating,装甲值
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Phase Cloak""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Phase Cloak,相位线圈
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Defense""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Defense,防御方式
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Phase Cloak""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Phase Cloak,相位线圈
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Special""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Special,特殊系统
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Cloak activation cost""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Cloak activation cost,相位线圈激活
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Cloak upkeep/sec""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Cloak upkeep/sec,相位线圈维持 (幅能/秒) 
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Defense""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Defense,防御方式
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Front Shield""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Front Shield,前盾
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Defense""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Defense,防御方式
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Omni Shield""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Omni Shield,全盾
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Shield arc""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Shield arc,护盾角度
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Shield upkeep/sec""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Shield upkeep/sec,护盾维持 (幅能/秒) 
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Shield flux/damage""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Shield flux/damage,护盾效率 (幅能/伤害) 
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Defense""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Defense,防御方式
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""None""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,None,无
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Flux capacity""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Flux capacity,幅能容量
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Flux dissipation""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Flux dissipation,幅能耗散
"com/fs/starfarer/campaign/ui/trade/new.??O000 - String - ""Top speed""",com/fs/starfarer/campaign/ui/trade/new.??O000 ,Top speed,最高航速
"com/fs/starfarer/campaign/ui/trade/new.o00000 - String - ""Shield arc""",com/fs/starfarer/campaign/ui/trade/new.o00000 ,Shield arc,护盾角度
"com/fs/starfarer/campaign/ui/trade/new.o00000 - String - ""Shield arc""",com/fs/starfarer/campaign/ui/trade/new.o00000 ,Shield arc,护盾角度
"com/fs/starfarer/coreui/privatesuper.<init> - String - ""Fleet""",com/fs/starfarer/coreui/privatesuper.<init> ,Fleet,舰队管理
"com/fs/starfarer/coreui/privatesuper.<init> - String - ""Cargo""",com/fs/starfarer/coreui/privatesuper.<init> ,Cargo,货物
"com/fs/starfarer/coreui/privatesuper.<init> - String - ""Fuel""",com/fs/starfarer/coreui/privatesuper.<init> ,Fuel,燃料
"com/fs/starfarer/coreui/privatesuper.<init> - String - ""Personnel""",com/fs/starfarer/coreui/privatesuper.<init> ,Personnel,人员
"com/fs/starfarer/coreui/privatesuper.<init> - String - ""Credits: """,com/fs/starfarer/coreui/privatesuper.<init> ,Credits: ,星币：
"com/fs/starfarer/coreui/privatesuper.<init> - String - ""Credits: """,com/fs/starfarer/coreui/privatesuper.<init> ,Credits: ,星币：
"com/fs/starfarer/coreui/privatesuper.interface.null - String - ""Extreme""",com/fs/starfarer/coreui/privatesuper.interface.null ,Extreme,极限
"com/fs/starfarer/coreui/privatesuper.interface.null - String - ""High""",com/fs/starfarer/coreui/privatesuper.interface.null ,High,高
"com/fs/starfarer/coreui/privatesuper.interface.null - String - ""Low""",com/fs/starfarer/coreui/privatesuper.interface.null ,Low,低
"com/fs/starfarer/coreui/privatesuper.interface.null - String - ""None""",com/fs/starfarer/coreui/privatesuper.interface.null ,None,无
"com/fs/starfarer/coreui/privatesuper.interface.null - String - ""Accident risk""",com/fs/starfarer/coreui/privatesuper.interface.null ,Accident risk,事故风险
"com/fs/starfarer/coreui/privatesuper.interface.null - String - ""Supplies/day""",com/fs/starfarer/coreui/privatesuper.interface.null ,Supplies/day,补给/天
"com/fs/starfarer/coreui/privatesuper.interface.null - String - ""Supplies""",com/fs/starfarer/coreui/privatesuper.interface.null ,Supplies,补给
"com/fs/starfarer/coreui/privatesuper.interface.null - String - ""Travel speed""",com/fs/starfarer/coreui/privatesuper.interface.null ,Travel speed,航行速度
"com/fs/starfarer/coreui/privatesuper.advanceImpl - String - ""Credits: """,com/fs/starfarer/coreui/privatesuper.advanceImpl ,Credits: ,星币：
"com/fs/starfarer/coreui/privatesuper.advanceImpl - String - ""Credits: """,com/fs/starfarer/coreui/privatesuper.advanceImpl ,Credits: ,星币：
"com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged - String - ""Name""",com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged ,Name,名称
"com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged - String - ""Conditions""",com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged ,Conditions,环境
"com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged - String - ""Location""",com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged ,Location,位置
"com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged - String - ""St.""",com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged ,St.,稳定
"com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged - String - ""Size""",com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged ,Size,规模
"com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged - String - ""Net income""",com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged ,Net income,净收益
"com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged - String - ""Items""",com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged ,Items,科技
"com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged - String - ""Admin""",com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged ,Admin,行政官
"com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged - String - ""Colony name. Sorts colonies by date established.""",com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged ,Colony name.\n\nSorts colonies by date established.,殖民地名称。\n\n按建立日期对殖民地进行排序。
"com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged - String - ""Planetary/local conditions. Does not include conditions added by human activity. Sorts by number of conditions.""",com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged ,Planetary/local conditions. Does not include conditions added by human activity.\n\nSorts by number of conditions.,行星/当地状况。不包括由人类活动引起的状况。\n\n按状况数量排序。
"com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged - String - ""Location, relative to your fleet's current position. Mouse over for distance/travel time/fuel costs. Sorts by distance to your current location.""",com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged ,"Location, relative to your fleet's current position. Mouse over for distance/travel time/fuel costs.\n\nSorts by distance to your current location.",相对于你舰队当前的位置。将鼠标悬停于其上可查看 距离/旅行时间/燃料成本。\n\n按距离当前位置的远近进行排序。
"com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged - String - ""Colony's stability.""",com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged ,Colony's stability.,殖民地的稳定性。
"com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged - String - ""Colony size.""",com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged ,Colony size.,殖民地规模。
"com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged - String - ""Net monthly income or expenses.""",com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged ,Net monthly income or expenses.,每月收入与支出的金额。
"com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged - String - ""AI cores and special items in use by any industries. Sorts by total number of AI cores and items, regardless of type.""",com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged ,"AI cores and special items in use by any industries.\n\nSorts by total number of AI cores and items, regardless of type.",所有工业设施中正在使用的 AI 核心和特殊物品。\n\n按 AI 核心和特殊物品的总量排序，不区分类型。
"com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged - String - ""Administrator in charge of the colony, if any.""",com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged ,"Administrator in charge of the colony, if any.",负责殖民地管理的行政官员。
"com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged - String - ""No colonies or in-use rented storage""",com/fs/starfarer/campaign/command/OutpostListPanel.sizeChanged ,No colonies or in-use rented storage,没有任何殖民地与正在使用的租用仓库
"com/fs/starfarer/campaign/command/OutpostListPanel.interface.class - String - ""Mismanagement penalty""",com/fs/starfarer/campaign/command/OutpostListPanel.interface.class ,Mismanagement penalty,行政处罚
"com/fs/starfarer/campaign/command/OutpostListPanel.interface.class - String - ""Manage administrators""",com/fs/starfarer/campaign/command/OutpostListPanel.interface.class ,Manage administrators,分配行政官
"com/fs/starfarer/campaign/command/OutpostListPanel.interface.class - String - ""Colonies under personal control:""",com/fs/starfarer/campaign/command/OutpostListPanel.interface.class ,Colonies under personal control:,个人控制下的殖民地：
"com/fs/starfarer/campaign/command/OutpostListPanel.interface.class - String - ""Waystations under personal control:""",com/fs/starfarer/campaign/command/OutpostListPanel.interface.class ,Waystations under personal control:,个人控制下的空间站：
"com/fs/starfarer/campaign/command/OutpostListPanel.interface.class - String - ""Administrators in use:""",com/fs/starfarer/campaign/command/OutpostListPanel.interface.class ,Administrators in use:,正在当值的行政官：
"com/fs/starfarer/campaign/command/OutpostListPanel.interface.class - String - ""Total administrators:""",com/fs/starfarer/campaign/command/OutpostListPanel.interface.class ,Total administrators:,行政官总数：
"com/fs/starfarer/campaign/command/OutpostListPanel.interface.class - String - ""Colonies under AI core control:""",com/fs/starfarer/campaign/command/OutpostListPanel.interface.class ,Colonies under AI core control:,AI 核心控制下的殖民地：
"com/fs/starfarer/campaign/command/OutpostListPanel.interface.class - String - ""Colonies under personal control""",com/fs/starfarer/campaign/command/OutpostListPanel.interface.class ,Colonies under personal control,个人控制下的殖民地
"com/fs/starfarer/campaign/command/OutpostListPanel.updateStats - String - ""Mismanagement penalty""",com/fs/starfarer/campaign/command/OutpostListPanel.updateStats ,Mismanagement penalty,行政处罚
"com/fs/starfarer/campaign/command/OutpostListPanel.updateStats - String - ""Management bonus""",com/fs/starfarer/campaign/command/OutpostListPanel.updateStats ,Management bonus,行政增益
