LDC97,class97,LDC96CN
"""An %s of the right entity or location can provide insight into the topography of surrounding hyperspace. The target usually needs to be massive enough to produce a significant gravity well, produce a high energy discharge, or be exotic or unusual in some other way.""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTScanFactor$1,#N/A
"""There are rumors that a pirate raid targeting your colonies may be organized in the near future. If the raid is successful, the targeted colonies will suffer from reduced stability.""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor,#N/A
"""reduced stability""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor,#N/A
"""If the raid is defeated, your colonies will permanently gain increased accessibility.""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor,#N/A
"""increased accessibility""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor,#N/A
"""If the raid is defeated, your colonies will gain increased accessibility for several cycles.""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor,#N/A
"""increased accessibility""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor,#N/A
"""Pirate raid""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor,#N/A
""": """,com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor,#N/A
"""You have %s credits available.""",com/fs/starfarer/api/impl/campaign/rulecmd/DoCanAffordCheck$1,"""你有 %s 星币可用。"""
"""You only have %s credits available.""",com/fs/starfarer/api/impl/campaign/rulecmd/DoCanAffordCheck$1,"""你只有 %s 星币可用。"""
"""Picking """,com/fs/starfarer/api/impl/campaign/events/TradeInfoUpdateEvent,"""获取 """
""" updates""",com/fs/starfarer/api/impl/campaign/events/TradeInfoUpdateEvent,""" 更新"""
"""): weight """,com/fs/starfarer/api/impl/campaign/events/TradeInfoUpdateEvent,""")：重量 """
"""Picked """,com/fs/starfarer/api/impl/campaign/events/TradeInfoUpdateEvent,"""获取 """
"""Picking market updates""",com/fs/starfarer/api/impl/campaign/events/TradeInfoUpdateEvent,"""获取市场更新"""
"""Adding """,com/fs/starfarer/api/impl/campaign/events/TradeInfoUpdateEvent,"""添加 """
"""Price information updated for: """,com/fs/starfarer/api/impl/campaign/events/TradeInfoUpdateEvent,"""价格信息更新："""
"""Trade info update""",com/fs/starfarer/api/impl/campaign/events/TradeInfoUpdateEvent,"""贸易信息更新"""
"""Asteroid impact""",com/fs/starfarer/api/impl/campaign/terrain/AsteroidImpact,"""小行星撞击"""
""" suffers damage from an asteroid impact""",com/fs/starfarer/api/impl/campaign/terrain/AsteroidImpact,""" 因遭受小行星的直接撞击而受到损伤。"""
"""Asteroid impact on drive bubble""",com/fs/starfarer/api/impl/campaign/terrain/AsteroidImpact,"""因遭受小行星的撞击而导致航速降低"""
""" (maximum: %s)""",com/fs/starfarer/api/impl/campaign/skills/BulkTransport$BaseCapacityModifierEffect,""" (最高：%s) """
"""Maximum at %s or less base """,com/fs/starfarer/api/impl/campaign/skills/BulkTransport$BaseCapacityModifierEffect,"""想要获得最高加成就不得超过 %s 的"""
""" in fleet, your fleet has %s base """,com/fs/starfarer/api/impl/campaign/skills/BulkTransport$BaseCapacityModifierEffect,""". 而当前有 %s 的"""
"""Maximum at %s or less base """,com/fs/starfarer/api/impl/campaign/skills/BulkTransport$BaseCapacityModifierEffect,"""想要获得最高加成就不得超过 %s 的"""
""" in fleet""",com/fs/starfarer/api/impl/campaign/skills/BulkTransport$BaseCapacityModifierEffect,""" """
"""Gained experience from profitable trades""",com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,"""你从贸易中汲取了经验"""
"""Not enough trade/smuggling with """,com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,"""没有足够的贸易/走私与 """
""" for a rep change (""",com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,""" 一个声望改变 ("""
"""Sending rep change of """,com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,"""发出的声望改变 """
""" with """,com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,""" 携带 """
""" due to trade/smuggling""",com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,""" 由于贸易/走私"""
"""Change caused by trade with faction""",com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,"""因与其所属市场进行大宗贸易"""
"""Change caused by black-market trade""",com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,"""因与黑市进行贸易"""
"""Sending rep change of """,com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,"""发出的声望改变 """
""" with """,com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,""" 携带 """
""" due to trade with enemy (""",com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,""" 由于与敌对势力进行贸易 ("""
"""Change caused by trade with enemies""",com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,"""因与敌人进行贸易"""
"""- Press %s to quick-save""",com/fs/starfarer/api/impl/campaign/tutorial/SaveNagScript,"""- 按 %s 快速保存"""
"""Event progress value is based on the size and stability of the largest colony under your control. If multiple colonies have the same size, the one with higher stability is used.""",com/fs/starfarer/api/impl/campaign/intel/events/StandardPirateActivityCause2$1,"""Event progress value is based on the size and stability of the largest colony under your control. If multiple colonies have the same size, the one with higher stability is used."""
"""+%s weapon damage for combat ships (maximum: %s)""",com/fs/starfarer/api/impl/campaign/skills/WeaponDrills$Level1,"""+%s 战斗舰船的武器伤害 (最高：%s) """
"""%s original loan amount""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanIntel,"""%s 的原始借款金额"""
"""%s owed""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanIntel,"""%s 的债务"""
"""left to repay""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanIntel,"""的还款期限"""
"""Loan Repaid""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanIntel,"""已偿还贷款"""
"""Loan Repayment - Failed""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanIntel,"""偿还贷款 - 失信"""
"""Loan Repayment - Due Soon""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanIntel,"""偿还贷款 - 即将到期"""
"""Loan Repayment""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanIntel,"""偿还贷款"""
"""You've repaid the loan from """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanIntel,"""你已经还清了 """
""" on time.""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanIntel,""" 的贷款。"""
"""You've accepted a loan from """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanIntel,"""你接受了 """
""" and must repay it on time, """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanIntel,""" 发放的贷款，如果不按时偿还，"""
"""or your reputation with """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanIntel,"""将导致你与 """
""" will be ruined.""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanIntel,""" 间的信誉瞬间崩塌。"""
"""You've failed to repay the loan from """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanIntel,"""你未能按时偿还 """
""" on time.""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanIntel,""" 的贷款。"""
"""You should be able to find """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanIntel,"""如果你想找到 """
""" at """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanIntel,""",可到 """
""".""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanIntel,""" 与其见面。"""
""" command points""",com/fs/starfarer/api/impl/campaign/skills/OfficerManagement$Level1B,""" 命令点数"""
"""This action requires a %s and does not grant any bonus experience.""",com/fs/starfarer/api/impl/campaign/rulecmd/SetStoryOption$BaseOptionStoryPointActionDelegate,"""该抉择需要 %s, 并且不给予任何额外经验。"""
""" point""",com/fs/starfarer/api/impl/campaign/rulecmd/SetStoryOption$BaseOptionStoryPointActionDelegate,"""点"""
"""This action requires a %s and grants %s bonus experience.""",com/fs/starfarer/api/impl/campaign/rulecmd/SetStoryOption$BaseOptionStoryPointActionDelegate,"""该抉择需要 %s, 且每点给予 %s 额外经验。"""
""" point""",com/fs/starfarer/api/impl/campaign/rulecmd/SetStoryOption$BaseOptionStoryPointActionDelegate,"""点"""
"""This action requires %s and does not grant any bonus experience.""",com/fs/starfarer/api/impl/campaign/rulecmd/SetStoryOption$BaseOptionStoryPointActionDelegate,"""该抉择需要 %s, 并且不给予任何额外经验。"""
""" points""",com/fs/starfarer/api/impl/campaign/rulecmd/SetStoryOption$BaseOptionStoryPointActionDelegate,"""点"""
"""This action requires %s and grants %s bonus experience for each point.""",com/fs/starfarer/api/impl/campaign/rulecmd/SetStoryOption$BaseOptionStoryPointActionDelegate,"""该抉择需要 %s, 且每点给予 %s 额外经验。"""
""" points""",com/fs/starfarer/api/impl/campaign/rulecmd/SetStoryOption$BaseOptionStoryPointActionDelegate,"""点"""
"""No """,com/fs/starfarer/api/impl/campaign/rulecmd/SetStoryOption$BaseOptionStoryPointActionDelegate,"""没有可用的"""
""" points available""",com/fs/starfarer/api/impl/campaign/rulecmd/SetStoryOption$BaseOptionStoryPointActionDelegate,"""点"""
"""points""",com/fs/starfarer/api/impl/campaign/rulecmd/SetStoryOption$BaseOptionStoryPointActionDelegate,"""点"""
"""point""",com/fs/starfarer/api/impl/campaign/rulecmd/SetStoryOption$BaseOptionStoryPointActionDelegate,"""点"""
"""Only %s """,com/fs/starfarer/api/impl/campaign/rulecmd/SetStoryOption$BaseOptionStoryPointActionDelegate,"""你只有 %s 个"""
""" available""",com/fs/starfarer/api/impl/campaign/rulecmd/SetStoryOption$BaseOptionStoryPointActionDelegate,"""可用"""
"""Major Hegemony defeat!""",com/fs/starfarer/api/impl/campaign/intel/events/HegemonyHostileActivityFactor$2,#N/A
""" - You may be able to discuss the situation with the High Hegemon on Chicomoztoc""",com/fs/starfarer/api/impl/campaign/intel/events/HegemonyHostileActivityFactor$2,#N/A
"""The Hegemony considers the use of AI cores illegal and will not tolerate it even outside the volume of the core worlds.""",com/fs/starfarer/api/impl/campaign/intel/events/HegemonyHostileActivityFactor$1,#N/A
"""Fleets investigating your AI core use can sometimes be found in your space, not overtly hostile, but harassing your shipping and generally acting in a high-handed way.""",com/fs/starfarer/api/impl/campaign/intel/events/HegemonyHostileActivityFactor$1,#N/A
"""Emergency burn""",com/fs/starfarer/api/impl/campaign/abilities/EmergencyBurnAbility,"""紧急加速"""
"""Emergency burn""",com/fs/starfarer/api/impl/campaign/abilities/EmergencyBurnAbility,"""紧急加速"""
"""Emergency burn""",com/fs/starfarer/api/impl/campaign/abilities/EmergencyBurnAbility,"""紧急加速"""
"""Emergency burn""",com/fs/starfarer/api/impl/campaign/abilities/EmergencyBurnAbility,"""紧急加速"""
"""Emergency Burn""",com/fs/starfarer/api/impl/campaign/abilities/EmergencyBurnAbility,"""紧急加速"""
"""Increases the maximum burn level by %s. Reduces sensor range by %s and increases the range at which the fleet can be detected by %s.""",com/fs/starfarer/api/impl/campaign/abilities/EmergencyBurnAbility,"""提高 %s 点最大宇宙航行速度。但降低 %s 传感器探测范围，且提高 %s 舰队被侦测范围。"""
"""Consumes %s fuel and reduces the combat readiness of all ships, costing up to %s supplies to recover. Also prevents combat readiness recovery while active.""",com/fs/starfarer/api/impl/campaign/abilities/EmergencyBurnAbility,"""消耗 %s 单位的燃料并降低所有舰船的战备值 (CR)，结束后需要 %s 单位的补给以恢复到最大战备。"""
"""Consumes %s fuel and prevents combat readiness recovery while active.""",com/fs/starfarer/api/impl/campaign/abilities/EmergencyBurnAbility,"""消耗 %s 单位的燃料，且启动时将停止战备值 (CR) 的恢复。"""
"""Not enough fuel.""",com/fs/starfarer/api/impl/campaign/abilities/EmergencyBurnAbility,"""没有足够的燃料。"""
"""Some ships don't have enough combat readiness to safely initiate an emergency burn and may suffer damage if the ability is activated:""",com/fs/starfarer/api/impl/campaign/abilities/EmergencyBurnAbility,"""当某些舰船战备值 (CR) 不足时，将无法安全地启动紧急加速，因此当该技能激活时，以下舰船将可能遭受损害："""
""" ... and several other ships""",com/fs/starfarer/api/impl/campaign/abilities/EmergencyBurnAbility,"""... 和其他舰船"""
"""him""",com/fs/starfarer/api/impl/campaign/procgen/MarkovNames,"""他"""
"""his""",com/fs/starfarer/api/impl/campaign/procgen/MarkovNames,"""他"""
"""Ring System""",com/fs/starfarer/api/impl/campaign/procgen/MarkovNames,"""行星环"""
"""Accretion Disk""",com/fs/starfarer/api/impl/campaign/procgen/MarkovNames,"""吸积盘"""
"""Asteroid Belt""",com/fs/starfarer/api/impl/campaign/procgen/MarkovNames,"""小行星带"""
"""Abandon""",com/fs/starfarer/api/impl/campaign/procgen/MarkovNames,"""放弃"""
"""Scavenging""",com/fs/starfarer/api/impl/campaign/abilities/ScavengeAbility,"""打捞"""
"""Pick through a debris field looking for anything of value.""",com/fs/starfarer/api/impl/campaign/abilities/ScavengeAbility,"""搜索残骸并寻找有用的东西。"""
"""Your fleet is not currently inside a debris field.""",com/fs/starfarer/api/impl/campaign/abilities/ScavengeAbility,"""您的舰队目前不在残骸区内。"""
"""Your fleet is inside a debris field, but it contains nothing of value.""",com/fs/starfarer/api/impl/campaign/abilities/ScavengeAbility,"""你没能在附近的残骸区内找到任何有价值的东西。"""
"""Your fleet is inside a debris field and can begin scavenging.""",com/fs/starfarer/api/impl/campaign/abilities/ScavengeAbility,"""你的舰队附近有残骸，可以进行打捞。"""
"""You've attracted the attention of the Sindrian Diktat.""",com/fs/starfarer/api/impl/campaign/intel/events/SindrianDiktatHostileActivityFactor$1,#N/A
"""Sindrian raider fleets have been sighted in your space, attacking trade fleets regardless of their factional allegiance.""",com/fs/starfarer/api/impl/campaign/intel/events/SindrianDiktatHostileActivityFactor$1,#N/A
"""Leave""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""离开"""
"""Your fleet approaches the wormhole.""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""jump-point""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""wormhole""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""days""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""day""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""day""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""This wormhole is stabilizing and will become usable within %s """,com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""This jump-point is stabilizing and should be usable within a day at the most.""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""这个跳点是稳定的，应该最多在一天之内。"""
"""This jump-point is stabilizing but will not be usable for some time.""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""在这个跳跃点彻底稳定前，你将无法使用。"""
"""This jump-point is unstable and can not be used.""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""这个跳跃点是不稳定的，无法使用。"""
"""Until it restabilizes, hyperspace is only accessible via Transverse Jump.""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""在它恢复之前，超空间只能通过横轴跳跃进入。"""
"""The nav computer pings the wormhole terminus, establishing a data connection through drive-field fluctuations. In under a minute, and only a moment of unease as the agrav self-correction settles, the process is complete. Your primary interface unveils a list of possible destinations.""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""Activating this """,com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
""" to let your fleet pass through will cost """,com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
""" fuel.""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,""" 点燃料。"""
"""Activating this """,com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
""" to let your fleet pass through will cost """,com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
""" fuel. You have no fuel.""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,""" 燃料。你已经没有燃料。"""
"""Activating this """,com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
""" to let your fleet pass through will cost """,com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
""" fuel. You only have """,com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,""" 燃料。你只拥有 """
""" fuel.""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,""" 点燃料。"""
"""You load the stabilization algorithm into your jump program and the drive field goes through a series of esoteric fluctuations, their resonance gradually cancelling out the instability in this jump-point.""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""你用跳跃程序载入了稳定算法，随后驱动力场的频率就发生出一系列内行人才会注意到的波动，将跳跃点的不稳定性用共振逐渐抵消掉了。"""
"""The jump-point should be stable enough to use within a day or so.""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""跳跃点目前的稳定性足以在一天内正常使用。"""
"""You give the order. Before long, your ops chief confirms that the wormhole anchor has been stowed in a secure hold on your flagship.""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""Leave""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""This will shut down the wormhole and free up the stable point for other uses.""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""Confirm your orders""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""Abort the operation""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""Your transponder is off, and patrols in the """,com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""由于你的应答器处于关闭状态，如果贸然进入 """
""" are likely to give you trouble over the fact, if you're spotted.""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,""" 一旦被附近巡逻队发现，将给你带来不必要的麻烦。"""
"""Your transponder is off, but any patrols in the """,com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""尽管你的应答器处于关闭状态，但不会引起 """
""" are unlikely to raise the issue.""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,""" 内巡逻队的注意。"""
"""Turning the transponder on now would reveal your hostile actions to""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""打开应答器时会暴露你的敌对行为"""
""" and """,com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,""" 和 """
"""Turn the transponder on and then jump""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""打开应答器，然后跳跃"""
"""Jump, keeping the transponder off""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""依旧关闭应答器并直接跳跃"""
"""Abort the jump""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""中止跳跃"""
"""jump-point""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""wormhole""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""Warning!""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""警告！"""
"""a short distance away from the exit""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""离出口不远的附近有处在活跃状态下的驱动器"""
"""extremely close to the exit""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""离出口很近的地方有处在活跃状态下的驱动器"""
"""The jump-point exhibits fluctuations characteristic of drive field activity """,com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""根据跳跃点表现出的波动特征，另一侧"""
"""A disposable probe sends back a microburst of information: forces near the exit are assesed likely hostile and a possible threat to your fleet.""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""你所发射的一次性探测器带来了一则敌我识别信息：出口附近的舰队抱有 敌意 且可能对我方舰队构成 威胁"""
"""hostile""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""敌意"""
"""threat""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""威胁"""
"""(Can always be used in dev mode)""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,""" (始终可以在开发模式下使用) """
"""jump-point""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""wormhole""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""Stabilize the jump-point""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""稳定跳跃点"""
"""This wormhole is not connected to any other termini and is effectively unusable.""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""Initiate a transit to """,com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""Using a wormhole requires a wormhole scanner.""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""Order a jump to """,com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""进入虫洞，并跳跃到 """
"""Shut down the wormhole and retrieve the anchor""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,#N/A
"""Leave""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""离开"""
"""fleet""",com/fs/starfarer/api/impl/campaign/JumpPointInteractionDialogPluginImpl,"""舰队"""
"""Repairs of damaged but functional weapons and engines can continue while they are under fire*""",com/fs/starfarer/api/impl/campaign/skills/DamageControl$Level8,#N/A
"""+""",com/fs/starfarer/api/impl/campaign/skills/DamageControl$Level7,#N/A
"""% damage dealt to hull""",com/fs/starfarer/api/impl/campaign/skills/DamageControl$Level7,#N/A
"""Distress Call""",com/fs/starfarer/api/impl/campaign/intel/misc/DistressCallIntel,"""求救信号"""
"""You receive a distress call from the nearby """,com/fs/starfarer/api/impl/campaign/intel/misc/DistressCallIntel,"""你从 """
""". """,com/fs/starfarer/api/impl/campaign/intel/misc/DistressCallIntel,""" """
"""There's no additional information, but that's not surprising - """,com/fs/starfarer/api/impl/campaign/intel/misc/DistressCallIntel,"""内收到了一则 模糊不清的 求救信号，但这并不奇怪，"""
"""a typical fleet doesn't carry the equipment to broadcast a full-fledged data """,com/fs/starfarer/api/impl/campaign/intel/misc/DistressCallIntel,"""毕竟任何一支常规舰队 都不会携带能将 完整数据广播至 """
"""stream into hyperspace.""",com/fs/starfarer/api/impl/campaign/intel/misc/DistressCallIntel,"""超空间的先进设备。"""
"""Originating in the """,com/fs/starfarer/api/impl/campaign/intel/misc/DistressCallIntel,"""来源于 """
"""ago.""",com/fs/starfarer/api/impl/campaign/intel/misc/DistressCallIntel,"""前。"""
"""You've investigated the system this distress call came from.""",com/fs/starfarer/api/impl/campaign/intel/misc/DistressCallIntel,"""你已经调查过了这则求救信号的源头。"""
"""Distress Call""",com/fs/starfarer/api/impl/campaign/intel/misc/DistressCallIntel,"""求救信号"""
""" - Investigated""",com/fs/starfarer/api/impl/campaign/intel/misc/DistressCallIntel,""" - 已调查"""
"""Recent raid""",com/fs/starfarer/api/impl/campaign/graid/CommodityGroundRaidObjectivePluginImpl,"""最近的突袭"""
"""Base value: %s per unit""",com/fs/starfarer/api/impl/campaign/graid/CommodityGroundRaidObjectivePluginImpl,"""基础价值：%s 每单位"""
"""May be used by a stranded fleet to punch a distress signal through to hyperspace, asking nearby fleets to bring aid in the form of fuel and supplies. Help may take many days to arrive, if it arrives at all, and taking advantage of it will result in a progressively higher reduction in standing with the responders.""",com/fs/starfarer/api/impl/campaign/abilities/DistressCallAbility,"""可被受困舰队用于向超空间发出强力求救信号，通知周围的舰队提供燃料和补给方面的援助。救援可能需要多天之后才会到达。如果反复使用该能力呼叫援助舰队占便宜的话，将会受到来自响应方越来越高的声望惩罚。"""
"""By long-standing convention, the fleet in distress is expected to meet any responders at the innermost jump-point inside a star system.""",com/fs/starfarer/api/impl/campaign/abilities/DistressCallAbility,"""根据惯例，遇险舰队一般在星系最内层的跳跃点旁等待救援。"""
"""innermost jump-point""",com/fs/starfarer/api/impl/campaign/abilities/DistressCallAbility,#N/A
"""The signal is non-directional and carries no data, and is therefore not useful for calling for help in a tactical situation.""",com/fs/starfarer/api/impl/campaign/abilities/DistressCallAbility,"""该信号并非定向，且未携带数据，因此无法作为战术使用。"""
"""Can not be used in hyperspace.""",com/fs/starfarer/api/impl/campaign/abilities/DistressCallAbility,"""无法在超空间内使用。"""
"""Can not be used in star systems deep within abyssal hyperspace.""",com/fs/starfarer/api/impl/campaign/abilities/DistressCallAbility,#N/A
"""IS In All Circumstances""",com/fs/starfarer/api/impl/campaign/abilities/DistressCallAbility,"""在任何情况下都是如此"""
"""+""",com/fs/starfarer/api/impl/campaign/skills/TargetAnalysis$Level1A,#N/A
"""% damage to frigates""",com/fs/starfarer/api/impl/campaign/skills/TargetAnalysis$Level1A,#N/A
"""heavy industry """,com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$3,"""产量提高"""
"""Increases ship and weapon production quality by %s. """,com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$3,"""提高 %s 舰船与武器的质量，"""
"""Increases """,com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$3,"""且重工业"""
"""production by %s units.""",com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$3,""" %s 单位。"""
""" On habitable worlds, causes pollution which becomes permanent.""",com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$3,"""但会造成永久性污染。"""
"""Increases fuel production output by %s units.""",com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$4,"""燃料产量提高 %s 单位。"""
""" volatiles shortage""",com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$1,""" 挥发物短缺"""
""" volatiles shortage""",com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$1,""" 挥发物短缺"""
"""Counters the effects of """,com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$1,"""抵消 """
""". Increases heat on non-cold planets. """,com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$1,""" 的影响。但提高非寒冷行星的地表温度。"""
"""Adds demand for %s units of volatiles.""",com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$1,"""并提高 %s 单位的挥发物需求。"""
"""heavy industry """,com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$2,"""产量提高"""
"""Increases ship and weapon production quality by %s. """,com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$2,"""提高 %s 舰船与武器的质量，"""
"""Increases """,com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$2,"""且重工业"""
"""production by %s unit.""",com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$2,""" %s 单位。"""
""" On habitable worlds, causes pollution which becomes permanent.""",com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$2,"""但会造成永久性污染。"""
"""Increases light industry production by %s units.""",com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$7,"""轻工业产量提高 %s 单位。"""
