LDC_96a,Class,LDC__95.1CN,RAW_95.1CN
"""Hull mods:""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,"""船体插槽:""","com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel.<init> - String - ""船体插槽:"""
"""None""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,"""无""","com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel.<init> - String - ""无"""
"""Large""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,"""大型""","com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel.<init> - String - ""大型"""
"""Medium""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,"""中型""","com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel.<init> - String - ""中型"""
"""Small""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,"""小型""","com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel.<init> - String - ""小型"""
""" Ballistic""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,""" 实弹""","com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel.<init> - String - "" 实弹"""
""" Energy""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,""" 能量""","com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel.<init> - String - "" 能量"""
""" Missile""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,""" 导弹""","com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel.<init> - String - "" 导弹"""
""" Universal""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,""" 通用""","com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel.<init> - String - "" 通用"""
""" Hybrid""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,""" 混合""","com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel.<init> - String - "" 混合"""
""" Synergy""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,""" 协同""","com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel.<init> - String - "" 协同"""
""" Composite""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,""" 复合""","com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel.<init> - String - "" 复合"""
"""Fighter Bay""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,"""飞行甲板""","com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel.<init> - String - ""飞行甲板"""
"""None""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,"""无""","com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel.<init> - String - ""无"""
"""dmod""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,#N/A,#N/A
""" (D), """,com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,#N/A,#N/A
""" (S), """,com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,#N/A,#N/A
"""(D)""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,#N/A,#N/A
"""(S)""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,#N/A,#N/A
""" flux vents""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,#N/A,#N/A
""" flux vent""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,#N/A,#N/A
""" flux capacitors""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,#N/A,#N/A
""" flux capacitor""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,#N/A,#N/A
"""None""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,"""无""","com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel.<init> - String - ""无"""
"""None""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,"""无""","com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel.<init> - String - ""无"""
"""None""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel,"""无""","com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel.<init> - String - ""无"""
"""Fighter Bay""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel$2,#N/A,#N/A
"""Fighter Bay""",com/fs/starfarer/ui/impl/FleetMemberOrdnancePanel$2,#N/A,#N/A
"""Hull Integrity & Repairs""",com/fs/starfarer/ui/impl/float$1,"""船体结构值 & 维修""","com/fs/starfarer/ui/impl/if$1.ÓO0000 - String - ""船体结构值 & 维修"""
"""ship""",com/fs/starfarer/ui/impl/float$1,"""舰船""","com/fs/starfarer/ui/impl/if$1.ÓO0000 - String - ""舰船"""
"""fighter wing""",com/fs/starfarer/ui/impl/float$1,#N/A,#N/A
"""fighter""",com/fs/starfarer/ui/impl/float$1,#N/A,#N/A
"""The average hull integrity for this %s is %s. The average armor integrity is %s.""",com/fs/starfarer/ui/impl/float$1,"""平均船体的结构值 %s %s. 平均装甲的完整性是 %s.""","com/fs/starfarer/ui/impl/if$1.ÓO0000 - String - ""平均船体的结构值 %s %s. 平均装甲的完整性是 %s."""
"""Hull integrity: %s. Armor: %s.""",com/fs/starfarer/ui/impl/float$1,"""船体结构值: %s. 装甲完整性: %s.""","com/fs/starfarer/ui/impl/if$1.ÓO0000 - String - ""船体结构值: %s. 装甲完整性: %s."""
"""The average hull integrity for this %s is %s. The average armor integrity is %s.""",com/fs/starfarer/ui/impl/float$1,"""平均船体的结构值 %s %s. 平均装甲的完整性是 %s.""","com/fs/starfarer/ui/impl/if$1.ÓO0000 - String - ""平均船体的结构值 %s %s. 平均装甲的完整性是 %s."""
"""Hull integrity: %s. Armor: %s.""",com/fs/starfarer/ui/impl/float$1,"""船体结构值: %s. 装甲完整性: %s.""","com/fs/starfarer/ui/impl/if$1.ÓO0000 - String - ""船体结构值: %s. 装甲完整性: %s."""
"""This %s is not undergoing repairs because it is mothballed.""",com/fs/starfarer/ui/impl/float$1,"""船舰 %s 停止维修, 因为已被封存.""","com/fs/starfarer/ui/impl/if$1.ÓO0000 - String - ""船舰 %s 停止维修, 因为已被封存."""
"""Repairs on this %s are currently suspended.""",com/fs/starfarer/ui/impl/float$1,"""修理 %s 目前暂停.""","com/fs/starfarer/ui/impl/if$1.ÓO0000 - String - ""修理 %s 目前暂停."""
"""No repairs - out of supplies.""",com/fs/starfarer/ui/impl/float$1,"""无法维修 - 缺乏补给.""","com/fs/starfarer/ui/impl/if$1.ÓO0000 - String - ""无法维修 - 缺乏补给."""
"""Finishing all repairs on this %s will take %s days.""",com/fs/starfarer/ui/impl/float$1,"""完成 %s 所有的维修工作需要 %s 天.""","com/fs/starfarer/ui/impl/if$1.ÓO0000 - String - ""完成 %s 所有的维修工作需要 %s 天."""
"""Ok""",com/fs/starfarer/ui/impl/int,"""确定""","com/fs/starfarer/ui/impl/null.<init> - String - ""确定"""
"""Strike weapons free""",com/fs/starfarer/ui/impl/int,"""打击武器 自动攻击""","com/fs/starfarer/ui/impl/null.<init> - String - ""打击武器 自动攻击"""
"""Fire support weapons free""",com/fs/starfarer/ui/impl/int,"""火力支援武器 自动攻击""","com/fs/starfarer/ui/impl/null.<init> - String - ""火力支援武器 自动攻击"""
"""Nearby objects""",com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1,"""附近的实体""","com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1.createImpl - String - ""附近的实体"""
"""This jump-point is anomalous and has no reachable destinations.""",com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1,"""这个跳点是异常的, 没有可达到的目的地.""","com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1.createImpl - String - ""这个跳点是异常的, 没有可达到的目的地."""
"""This jump-point has multiple possible destinations, and the gravimetric readings can not be interpreted to provide any useful data.""",com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1,"""该跳点具有多个可能的目的地, 且重力读数不能提供任何有用的数据解释.""","com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1.createImpl - String - ""该跳点具有多个可能的目的地, 且重力读数不能提供任何有用的数据解释."""
"""Gravimetric readings and nav data projections indicate there are no significant objects near this jump-point's destination.""",com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1,"""重力读数和导航数据投影显示该跳点目的地附近没有重要实体.""","com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1.createImpl - String - ""重力读数和导航数据投影显示该跳点目的地附近没有重要实体."""
"""Gravimetric readings and nav data projections indicate significant objects near this jump-point's destination.""",com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1,"""重力读数和导航数据投影显示该跳点目的地附近有重要实体.""","com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1.createImpl - String - ""重力读数和导航数据投影显示该跳点目的地附近有重要实体."""
"""Object""",com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1,"""目标""","com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1.createImpl - String - ""目标"""
"""Distance""",com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1,"""距离""","com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1.createImpl - String - ""距离"""
"""orbital station""",com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1,"""轨道站""","com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1.createImpl - String - ""轨道站"""
""" world""",com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1,""" 行星""","com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1.createImpl - String - "" 行星"""
""" (military)""",com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1,""" (军方)""","com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1.createImpl - String - "" (军方)"""
""" world""",com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1,""" 行星""","com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1.createImpl - String - "" 行星"""
"""Unidentified""",com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1,"""未调查的""","com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1.createImpl - String - ""未调查的"""
"""planet""",com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1,"""行星""","com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1.createImpl - String - ""行星"""
"""(?is)Jump Point""",com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1,"""(?)跳跃点""","com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1.createImpl - String - ""(?)跳跃点"""
"""(?is)Jumppoint""",com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1,"""(?)跳跃点""","com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1.createImpl - String - ""(?)跳跃点"""
""" - jump point""",com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1,""" - 跳跃点""","com/fs/starfarer/ui/impl/JumpPointTooltipFactory$1.createImpl - String - "" - 跳跃点"""
"""Supply Use""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1,"""补给消耗""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1.createImpl - String - ""补给消耗"""
"""The fleet is carrying %s supplies and requires %s supplies per day.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1,"""舰队上有 %s 单位的补给, 且每天需要消耗 %s 单位的补给.""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1.createImpl - String - ""舰队上有 %s 单位的补给, 且每天需要消耗 %s 单位的补给."""
"""Daily supply use:""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1,"""每日补给消耗清单:""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1.createImpl - String - ""每日补给消耗清单:"""
"""Ship maintenance: %s""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1,"""舰船维护: %s""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1.createImpl - String - ""舰船维护: %s"""
"""Ship repairs & CR recovery: %s""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1,"""船舶修理以及战备值 (CR) 恢复: %s""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1.createImpl - String - ""船舶修理以及战备值 (CR) 恢复: %s"""
"""Ship maintenance (mothballed): %s""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1,"""舰船维护(封存): %s""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1.createImpl - String - ""舰船维护(封存): %s"""
"""Crew upkeep: %s""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1,"""船员消耗: %s""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1.createImpl - String - ""船员消耗: %s"""
"""Marine upkeep: %s""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1,"""船舶维修: %s""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1.createImpl - String - ""船舶维修: %s"""
"""Extra cargo capacity: %s""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1,"""货物超载: %s""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1.createImpl - String - ""货物超载: %s"""
"""Extra fuel capacity: %s""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1,"""燃料超载: %s""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1.createImpl - String - ""燃料超载: %s"""
"""Extra personnel capacity: %s""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1,"""人员超载: %s""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1.createImpl - String - ""人员超载: %s"""
"""Number of ships above maximum (""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1,"""超过舰船数量上限 (""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$1.createImpl - String - ""超过舰船数量上限 ("""
"""Fleetwide Repairs""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$2,"""舰队维修""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$2.createImpl - String - ""舰队维修"""
"""All ships are fully repaired.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$2,"""所有舰船已被全面修复.""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$2.createImpl - String - ""所有舰船已被全面修复."""
"""No supplies: repairs not possible.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$2,"""补给不足: 无法维修.""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$2.createImpl - String - ""补给不足: 无法维修."""
"""All repairs should be finished in around %s days.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$2,"""所有的修理会在 %s 天后完成.""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$2.createImpl - String - ""所有的修理会在 %s 天后完成."""
"""Fleetwide Combat Readiness""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$3,"""舰队战备值 (CR)""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$3.createImpl - String - ""舰队战备值 (CR)"""
"""The average combat readiness of non-mothballed ships is %s. The average maximum combat readiness is %s.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$3,"""非闲置舰船的平均战备值 (CR) 为 %s. 最大平均战备值 (CR) 为 %s.""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$3.createImpl - String - ""非闲置舰船的平均战备值 (CR) 为 %s. 最大平均战备值 (CR) 为 %s."""
"""However, the fleet's crew is understrength, and the effective average combat readiness is %s.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$3,"""由于舰队的船员人数不足, 导致平均战备值 (CR) 降至 %s.""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$3.createImpl - String - ""由于舰队的船员人数不足, 导致平均战备值 (CR) 降至 %s."""
"""The average combat readiness of non-mothballed ships is %s. The average maximum combat readiness is %s.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$3,"""非闲置舰船的平均战备值 (CR) 为 %s. 最大平均战备值 (CR) 为 %s.""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$3.createImpl - String - ""非闲置舰船的平均战备值 (CR) 为 %s. 最大平均战备值 (CR) 为 %s."""
"""The fleet's ships are, on average, losing CR at a rate of %s per day due to a lack of supplies.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$3,"""由于缺乏补给, 每天将降低 %s 的战备值 (CR).""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$3.createImpl - String - ""由于缺乏补给, 每天将降低 %s 的战备值 (CR)."""
"""The fleet's ships are, on average, losing CR at a rate of %s per day due to CR being above the maximum the fleet's crew can achieve.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$3,"""由于战备值 (CR) 超过船员能力, 因此每天将降低 %s 的战备值 (CR).""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$3.createImpl - String - ""由于战备值 (CR) 超过船员能力, 因此每天将降低 %s 的战备值 (CR)."""
"""The fleet's ships are, on average, losing CR at a rate of %s per day.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$3,"""每天将降低 %s 的战备值 (CR).""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$3.createImpl - String - ""每天将降低 %s 的战备值 (CR)."""
"""The fleet's ships are, on average, recovering CR at a rate of %s per day.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$3,"""每天将恢复 %s 的战备值 (CR).""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$3.createImpl - String - ""每天将恢复 %s 的战备值 (CR)."""
"""Fleetwide Hull & Armor Status""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$4,"""全舰队船体和装甲状态""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$4.createImpl - String - ""全舰队船体和装甲状态"""
"""Burn Level""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$5,"""宇宙航速""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$5.createImpl - String - ""宇宙航速"""
"""Maximum burn level: %s""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$5,"""最大宇宙航速: %s""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$5.createImpl - String - ""最大宇宙航速: %s"""
"""Burn level of slowest ship""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$5,"""舰队最慢舰船的航行速度""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$5.createImpl - String - ""舰队最慢舰船的航行速度"""
"""This burn level translates to %s light years per day while in hyperspace.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$5,"""该宇宙航速意味着每天可在超空间内行驶 %s 光年.""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$5.createImpl - String - ""该宇宙航速意味着每天可在超空间内行驶 %s 光年."""
"""The following ships are the slowest ships in your fleet:""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$5,"""当前舰队中最慢的舰船为:""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$5.createImpl - String - ""当前舰队中最慢的舰船为:"""
"""Maximum burn level of the ships in your fleet:""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$5,"""下列舰船的最大宇宙航速:""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$5.createImpl - String - ""下列舰船的最大宇宙航速:"""
"""Fuel Capacity""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$6,"""燃料容量""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$6.ÖO0000 - String - ""燃料容量"""
"""The total fuel capacity of your fleet is %s. The fleet is carrying %s fuel. Maintaining the excess capacity is costing %s supplies per day.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$6,#N/A,#N/A
"""The total fuel capacity of your fleet is %s. The fleet is carrying %s fuel.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$6,"""舰队总燃料容量为 %s 单位. 而当前携带有 %s 单位.""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$6.ÖO0000 - String - ""舰队总燃料容量为 %s 单位. 而当前携带有 %s 单位."""
"""The following ships are providing the most fuel capacity:""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$6,"""下列船舶提供最多的燃油容量:""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$6.ÖO0000 - String - ""下列船舶提供最多的燃油容量:"""
"""The following ships are providing fuel capacity:""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$6,"""下列舰船所提供的燃料容量:""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$6.ÖO0000 - String - ""下列舰船所提供的燃料容量:"""
"""Traveling in hyperspace requires %s fuel per equivalent normal-space light year. At the maximum burn level of %s, this translates to %s fuel and %s light years per day.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$6,"""从正常空间跳入超空间需消耗}%s}单位的燃料.}当以}%s}的最大宇宙航速航行时,}代表每天需要}%s}的燃料来航行}%s}光年.""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$6.ÖO0000 - String - ""从正常空间跳入超空间需消耗}%s}单位的燃料.}当以}%s}的最大宇宙航速航行时,}代表每天需要}%s}的燃料来航行}%s}光年."""
"""Ships consuming the most fuel per light year:""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$6,"""每光年消耗燃料最多的舰船:""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$6.ÖO0000 - String - ""每光年消耗燃料最多的舰船:"""
"""Fuel consumption per light year:""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$6,"""下列舰船每光年消耗的燃料:""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$6.ÖO0000 - String - ""下列舰船每光年消耗的燃料:"""
""" (mothballed)""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$6$2,"""正在追逐""","com/fs/starfarer/ui/impl/StandardTooltipV2$9.Ó00000 - String - ""正在追逐"""
"""Personnel Capacity""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7,"""最大载员""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7.ÕO0000 - String - ""最大载员"""
"""The total personnel capacity of your fleet is %s. There are %s crew and %s marine(s) - requiring %s capacity. Maintaining the excess capacity is costing %s supplies per day.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7,#N/A,#N/A
"""The total personnel capacity of your fleet is %s. There are %s crew and %s marine(s) using %s of the capacity.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7,#N/A,#N/A
"""The following ships are providing the most personnel capacity:""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7,"""下列舰船的最大载员量较多:""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7.ÕO0000 - String - ""下列舰船的最大载员量较多:"""
"""The following ships are providing personnel capacity:""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7,"""下列舰船提供的最大载员量:""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7.ÕO0000 - String - ""下列舰船提供的最大载员量:"""
"""The fleet requires %s skeleton crew for all ships to function optimally.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7,"""舰队至少需要 %s 名船员才能达到最佳状态.""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7.ÕO0000 - String - ""舰队至少需要 %s 名船员才能达到最佳状态."""
"""The following ships require the most crew:""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7,"""下列舰船需要的船员量较多:""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7.ÕO0000 - String - ""下列舰船需要的船员量较多:"""
"""The following ships require crew:""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7,"""下列舰船所需要的船员数量:""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7.ÕO0000 - String - ""下列舰船所需要的船员数量:"""
""" (mothballed)""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7$2,""" (封存)""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7$2.o00000 - String - "" (封存)"""
""" (mothballed)""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7$4,""" (封存)""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$7$4.o00000 - String - "" (封存)"""
"""Cargo Capacity""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$8,"""载货量""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$8.private - String - ""载货量"""
"""The total cargo capacity of your fleet is %s. The fleet's cargo requires %s capacity. Maintaining the excess capacity is costing %s supplies per day.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$8,"""你的舰队总载货量为 %s. 舰队货物已使用 %s. 因超载每天需多消耗 %s 单位的补给.""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$8.private - String - ""你的舰队总载货量为 %s. 舰队货物已使用 %s. 因超载每天需多消耗 %s 单位的补给."""
"""The total cargo capacity of your fleet is %s. The fleet's cargo is using %s of the capacity.""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$8,"""舰队的总载货量为 %s 单位. 而当前已占用了 %s 单位.""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$8.private - String - ""舰队的总载货量为 %s 单位. 而当前已占用了 %s 单位."""
"""The following ships are providing the most cargo capacity:""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$8,"""下列船舶提供较多载货量:""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$8.private - String - ""下列船舶提供较多载货量:"""
"""The following ships are providing cargo capacity:""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$8,"""下列舰船提供的载货量:""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$8.private - String - ""下列舰船提供的载货量:"""
""" (mothballed)""",com/fs/starfarer/ui/impl/LogisticsTooltipFactory$8$2,""" (封存)""","com/fs/starfarer/ui/impl/LogisticsTooltipFactory$8$2.o00000 - String - "" (封存)"""
"""Deployment Pts""",com/fs/starfarer/ui/impl/nullsuper,"""部署点""","com/fs/starfarer/ui/impl/voidsuper.<init> - String - ""部署点"""
"""Command Points""",com/fs/starfarer/ui/impl/nullsuper,"""命令点""","com/fs/starfarer/ui/impl/voidsuper.<init> - String - ""命令点"""
"""Clean Disengage""",com/fs/starfarer/ui/impl/nullsuper,"""安全撤离""","com/fs/starfarer/ui/impl/voidsuper.<init> - String - ""安全撤离"""
"""Reinforcements""",com/fs/starfarer/ui/impl/nullsuper,"""增援""","com/fs/starfarer/ui/impl/voidsuper.<init> - String - ""增援"""
"""Standing Orders""",com/fs/starfarer/ui/impl/nullsuper,"""现行指令""","com/fs/starfarer/ui/impl/voidsuper.<init> - String - ""现行指令"""
"""Search & Destroy""",com/fs/starfarer/ui/impl/nullsuper,"""搜索 & 摧毁""","com/fs/starfarer/ui/impl/voidsuper.<init> - String - ""搜索 & 摧毁"""
"""Full Retreat!""",com/fs/starfarer/ui/impl/nullsuper,"""全面撤退!""","com/fs/starfarer/ui/impl/voidsuper.<init> - String - ""全面撤退!"""
"""Command Points""",com/fs/starfarer/ui/impl/nullsuper$1,"""命令点""","com/fs/starfarer/ui/impl/voidsuper$1.createImpl - String - ""命令点"""
"""Command points are required to create assignments and give direct orders to your fleet. Once an order is given, all other orders are free for a few seconds while the command frequency remains open.""",com/fs/starfarer/ui/impl/nullsuper$1,"""在消耗命令点后, 将创建命令频段来给您的舰队发出指令, 一旦下达指令, 在数秒频段畅通期间, 接下来所发出的指令均不会消耗命令点.""","com/fs/starfarer/ui/impl/voidsuper$1.createImpl - String - ""在消耗命令点后, 将创建命令频段来给您的舰队发出指令, 一旦下达指令, 在数秒频段畅通期间, 接下来所发出的指令均不会消耗命令点."""
"""Cancelling assignments does not cost command points, and cancelling all assignments will allow your fleet to engage the enemy at will.""",com/fs/starfarer/ui/impl/nullsuper$1,"""取消任务并不需要命令点, 取消所有任务将让你的舰队自由与敌人交战.""","com/fs/starfarer/ui/impl/voidsuper$1.createImpl - String - ""取消任务并不需要命令点, 取消所有任务将让你的舰队自由与敌人交战."""
