id,type,text1,text2,text3,text4,text5,notes
survey_data_2,RESOURCE,"这台 TriPad 包含了一个最新的调查数据库，依照经典的 人之领 殖民管理部 条例，罗列了其描述的天体的经济、工业及战略价值。而诸如此类的数据是成功进行军事行动、殖民化、企业发展的重要因素之一。

里面包含了一则不寻常的数据。",,,,,
survey_data_3,RESOURCE,"这台 TriPad 包含了一个最新的调查数据库，依照经典的 人之领 殖民管理部 条例，罗列了其描述的天体的经济、工业及战略价值。而诸如此类的数据是成功进行军事行动、殖民化、企业发展的重要因素之一。

这项调查数据描述了一颗具备一定开发价值的星球，其出售价格自然不低。",,,,,
survey_data_4,RESOURCE,"这台 TriPad 包含了一个最新的调查数据库，依照经典的 人之领 殖民管理部 条例，罗列了其描述的天体的经济、工业及战略价值。而诸如此类的数据是成功进行军事行动、殖民化、企业发展的重要因素之一。

这项调查数据描述了一颗在标准可行性图表中位居较高水平的星球，如果卖给正确的一方，其回报是非常丰厚的。",,,,,
survey_data_5,RESOURCE,"这台 TriPad 包含了一个最新的调查数据库，依照经典的 人之领 殖民管理部 条例，罗列了其描述的天体的经济、工业及战略价值。而诸如此类的数据是成功进行军事行动、殖民化、企业发展的重要因素之一。

这项调查数据描述了一颗极为特殊的星球，其潜在价值能让星域中任何大型势力都为之疯狂。",,,,,
planet_ancyra,CUSTOM,一个干燥、古老且拥有微弱地磁场的世界，来自 Galatia 的太阳风已经刮走了此地地表的大部分挥发物。根据地表上那些盐化的沙丘、奇特的塔状结晶二氧化硅以及留有前殖民者开发痕迹的含水层，就足以证明，Ancyra 曾经很可能被温暖的浅海所覆盖。,,Ancyra 的经济相当程度上由 霸主 后勤部主导。这个轻工业综合体在军事合同的基础上发展起来，现在兼具规模和合法性，得以在 霸主 核心空间的民用商业网络中取得可观的市场拓展。,,,
station_ancyra,CUSTOM,Ancyra 空间站是一座曾经隶属于过去 人之领 英仙座殖民项目的堡垒。其外部装甲板经历了长久的维修与更换过后，已经无法确认到底还有没有原装的部分。比起舒适，这座设施更像是散发着一种早已衰落的威严气息。,,"募兵的全息影像迎接着往来的太空访客 —— ""加入海军，游历星域！"" 标语背后金属隔墙上有粉刷过的痕迹，暗示着这里有条戏谑涂鸦续写被维护无人机清理掉了。",,,
station_derinkuyu,CUSTOM,"Derinkuyu 采矿站 是在大崩塌后以专用于维修 阿特拉斯-级 货舰的巨型龙门架为基础建成的。得益于 Ancyra 的轨道影响，这个焊接而成的空间站最终在 Galatia 的小行星带上稳定下来，作为了一处采矿作业基地。近期的一次动乱让主管此地的 霸主 上校 ""出去散步了""，让这里最终被一伙松散的闹事矿工组织所掌控。",,Derinkuyu 从来都不是一个会让访客宾至如归的空间站，到处都能瞥见崭新的应急船体密封板，矿工和轻装的 地方安全部 民兵一边交换着眼神、一边用怀疑的目光审视着外来者。,,,
station_galatia_academy,CUSTOM,作为英仙座星域中最古老且最具名望的独立学府，Galatia 学院是大崩塌后，少数仅存的核心世界学院中的翘楚。其中，院长和其嫡系下属的力量尤为强大，通过与历届毕业生之间深厚的关系网络，他们直接影响着新进学员 —— 不是顶尖人才便是身缠万贯 —— 与各界顶尖科研进度与方向。,,,,,
cobra,SHIP,"眼镜蛇的设计方案是在 大崩塌 前不久所发起的一种投机项目，目的是在战机底盘上搭载死神鱼雷发射器。

然而此项目在开展后不久就立即失控，经费超支几乎导致眼镜蛇项目夭折在它立项后的头一年，但这位从边境勘探打捞中发家致富的古怪投资方不仅将其财富投入其中，据称还不惜为此从非法放贷企业贷款，因而最终完成了该项目。不幸的是，人之领 海军采购委员会直截了当地拒绝采购其成果，而这很可能是由于一则 ""劝阻"" 生产反主力舰鱼雷轰炸机的政策，哪怕它从未被正式声明。

不久后，开发负责人被发现死于极端恶劣的环境中，并被当时的警方调查员判定为自杀。与此同时，令那些合法借贷者懊恼的是，眼镜蛇的蓝图与原型 LPC 均消失得无影无踪。",,,,,
perdition,SHIP,"经军事化改装的 堕落-级 鱼雷轰炸机，是 卢德左径 与某些其他温和派系所组成的武装团体的合作成果，以应对 大崩塌 初期长时间缺乏重火力武器的问题。在原主要用于民用勘探和运输领域的大蚊-级多功能穿梭机的基础框架上，加焊了简陋的临时装甲外壳，同时拆除原用于携带小型货物包裹或搭乘少量人员的货舱，并安装了一门用货物锁扣系统控制的大锤鱼雷发射器。

驾驶这种随意拼凑出的轰炸机加入战场需要极大的信仰与决心，因为它的生存统计数据应该会劝退任何仍抱有一丝理性的驾驶员。",,,,,
station1,SHIP,遵循主宰纪元设计风格的轨道站，其特点是极为厚重的装甲与不俗的火力。这种平台具备造船厂、栖息地、工厂以及大量武器与物资储备，能在轨道影响范围内投射军事和工业力量。,,,,,
station1_midline,SHIP,遵循核心纪元设计风格的轨道站，拥有极为强大的单侧火力，且绕轴旋转速度超常。这种平台具备造船厂、栖息地、工厂以及大量武器与物资储备，能在轨道影响范围内投射军事和工业力量。,,,,,
station1_hightech,SHIP,遵循扩展纪元设计风格的轨道站，配备了可独立旋转的重型护盾模块、高效的机库平台与不俗火力。这种平台具备造船厂、栖息地、工厂以及大量武器与物资储备，能在轨道影响范围内投射军事和工业力量。,,,,,
station2,SHIP,遵循主宰纪元设计风格的作战基地，拥有极为厚重的整体装甲和外挂装甲，且增建了可以提高其能力的重型火力平台与防御平台。这种平台具备造船厂、栖息地、工厂以及大量武器与物资储备，能在轨道影响范围内投射军事和工业力量。,,,,,
station2_midline,SHIP,遵循核心纪元设计风格的作战基地，单侧火力强大，绕轴速度超常，还在原有基础上增建了两处导弹支援平台。这种平台具备造船厂、栖息地、工厂以及大量武器与物资储备，能在轨道影响范围内投射军事和工业力量。,,,,,
station2_hightech,SHIP,遵循扩展纪元设计风格的作战基地，拥有强大的护盾模块和机库平台，增建的火力平台攻守兼备，整体火力卓越。这种平台具备造船厂、栖息地、工厂以及大量武器与物资储备，能在轨道影响范围内投射军事和工业力量。,,,,,
station3,SHIP,遵循主宰纪元设计风格的星际要塞，时下英仙座星区零重力建筑技术的巅峰之作。在原有基础上配备了城齿无人机与一套感应雷区布置器。这种平台具备造船厂、栖息地、工厂以及大量武器与物资储备，能在轨道影响范围内投射军事和工业力量。,,,,,
station3_midline,SHIP,遵循核心纪元设计风格的星际要塞，时下英仙座星域零重力建筑技术的巅峰之作。其不仅在原有基础上增建了大量外挂装甲，还配备了三角堡无人机与一套感应雷区布置器。这种平台具备造船厂、栖息地、工厂以及大量武器与物资储备，能在轨道影响范围内投射军事和工业力量。,,,,,
station3_hightech,SHIP,遵循扩展纪元设计风格的星际要塞，时下英仙座星区零重力建筑技术的巅峰之作。其不仅在原有基础上增建了大量外挂装甲，还配备了石像鬼无人机和恐怖的重型空雷传送系统。这种平台具备造船厂、栖息地、工厂以及大量武器与物资储备，能在轨道影响范围内投射军事和工业力量。,,,,,
merlon,SHIP,作为一种重型轨道站防御无人机，它装备着令人印象深刻的点防御武器系统。因无需船员、巡航驱动器以及独立的人工智能，使其装甲强度要优于其他同类型的标准舰船。,,,,,
gargoyle,SHIP,集尖端技术于一身的轨道站防御无人机，配备先进的保卫者 PD 系统与堡垒护盾发生器。因无需船员、巡航驱动器以及独立的控制核心，其作战性能要优于其他同类型的标准舰船。,,,,,
ravelin,SHIP,作为一种重型轨道站防御无人机，其主要用于提供支援与点防火力。因无需船员、巡航驱动器以及独立的控制核心，其作战性能要优于其他同类型的标准舰船。,,,,,
prometheus2,SHIP,"狂热的左径信徒们再次发现了一种极具讽刺意味的正义，他们将载有所谓 ""地狱火"" - 反物质燃料的油轮改装成庞大的圣战工具。将所有储罐与装卸泵切割成机库与炮座，而抽油平台则被完全拆除，并由厚重的装甲板取而代之。被掏空的主燃料罐的弧形舰首被特意加装了大型导弹挂载点，以便向被科技伪神腐化的罪人投射制裁导弹，他们坚信，只有这样才能让那些被卢德遗忘的异教徒们从中得到救赎。",,,,,
atlas2,SHIP,"孱弱的 阿特拉斯-级 超级货舰一直以来都是海盗掠夺者们最钟爱的袭击目标，它们的结局除了大部分坠毁在航线附近的偏远星球或成为环绕于行星轨道上的尖锐碎片以外。还有一小部分因未遭到严重损坏而被海盗们拖入了秘密造船厂。为了提高其作战能力，而将所有无用的货舱彻底拆除，并由安装简单且搭载有大量武器底座以及加速填弹器的桁架取而代之。

如今，在真空与烈焰间重生的 阿特拉斯-级，已经成为了海盗军阀手中运送死亡的超级货舰。",,,,,
generic_probe,CUSTOM,一套拥有基本超空间性能的多用途自动探测器。大多数情况下被大型企业与研究机构用于投入危险的 —— 或者格外无趣的星系进行远程数据收集。这一型号内置小型仪器组件。,,,,,
ga_probe,CUSTOM,一种探测器，其远程传感器读数与 Galatia 学院研究部门使用的常见型号特征相符。,,,,,
ga_hyperprobe,CUSTOM,一种探测器，其远程传感器读数与 Galatia 学院超空间物理系使用的常见型号特征相符。并没有探测到活跃状态的应答器，虽然从电磁泄露的状况来看，其子系统仍处于运行状态。,,,,,
gaPZ_relay,CUSTOM,远程扫描读数表明此物体是一个常见型号的无人设备平台。传感器检测到了由于核子电池损坏而产生的辐射泄露。传出阵阵杂音的电磁扫描器指出该构造体有常规到严重程度的结构损伤。,,,,,
cargo_pod_special,CUSTOM,一个被涂成亮色且配备了大功率应答器的货舱。,,,,,
minipulser,WEAPON,"""试验台全毁，那又有什么问题？我们已经在预算明细清单里预估了人员财产损失。真正重要的是我们终于得到了想要的成果，同时没有失去任何一位高级研究员。我告诉你，我现在要马上赶去现场，亲自监督安装全新的巡洋舰级护盾。""",- K. Astraia，数据恢复自 Kallichore 的档案,,,,
shockrepeater,WEAPON,"""不知怎么的它就穿过了封锁线，来到了支援小队的正中央。在护航队的野狼把它干掉之前就把运输船的设备烧得一干二净。传感器，导航仪，维生系统，全完蛋了。我们现在是有能够吃一辈子的冷冻蓝龙虾了，但是第三代空气循环设备倒是歇菜了。我觉得后者才是你们现在比较需要的东西。""",- 一条被 速子科技 员工士气保障部拦截的信息，附于员工处置报告中,,,,
riftlance,WEAPON,"""我们将这具躯体托付予神圣的真空。尘归尘土，星还众星，愿造物主在永恒的生命轮回中将我们延续。""",- 卢德信徒于葬礼上的传统祷词,,,,
riftbeam,WEAPON,"""别再把这东西给打开了。""",- Sarosh Freeman，高级技术专员,,,,
cryoflux,WEAPON,"""当波阵面坍塌的时候，可见光谱与其之上所有的辐射都源自一种...嗯...我们都觉得源自一种时空重联的效应。除此之外还有其他具有宏观影响的效应，而这些影响就是本次紧急会议的主题。""",- 未知研究人员，数据恢复自阿尔法研究站日志,,,,
cryoblaster,WEAPON,"""在战斗指挥中心那边找到舰长了，冻得比搁冷冻舱里还结实。船上的高级军官也有一半在那，不过另外半边身子全都找不着了。""",- 打捞者于超空间中回收 ISS Augusta 行动中的口头报告,,,,
disintegrator,WEAPON,"""质能守恒就这样轻易地被彻底打破，这结论简直把我逼疯了。""",- 从阿尔法研究站发送给 K.Astraia 的未署名报告书,,,,
riftcascade,WEAPON,"""差不多得了，以后谁还敢开所谓 '黑魔法' 相关的玩笑的话，就自觉转 0.01 星币给实验室派对账户。""",- 于阿尔法研究站综合实验室中回收的便签,,,,
vpdriver,WEAPON,"""护盾长报告正弧方发生局部极性反转，预计数秒内将发生全面崩塌。""",- Isir 遭遇战的事后报告，于远征行动 [数据删除],,,,
realitydisruptor,WEAPON,"""当那些亵渎者们层层解开包裹在造物主神圣外表之上的布匹，他们会在由众星织成的帷幕之后窥见何物？只有无数因罪过而黯淡的眼眸。""",- 卢德之书，神示篇 7:4,,,,
amsrm,WEAPON,"""我写下这段话，谨以此代表我作为一位专业人士而感到的懊恼之情。项目主任要求我以给定的时间表向他发送实验结果，而我却没有这上古遗产相关的全部权限。仅仅做伤害分析根本就不够，我们已经把这单一实验中所有的有效数据都压榨得一干二净了，而我们得出的结果就是 —— 没错，它搭载的就是反物质。但是关于运载系统本身？我们可以就着这些 '超空间场构造'，'稳定相位模式' 还有那该死的 '对称湮灭理论' 一直讨论到宇宙热寂为止。所以结论是：直到我们获得更多样本以及权限之前，这一切都只是猜测而已。""",- 速子科技员工，编号 38940855,,,,
resonatormrm,WEAPON,"""我们陷入了僵局。追踪算法，推进系统，装药成分... 一切的一切对我们来说都是无解之谜。我们甚至不知道自己处理的究竟是不是重物质。坦白讲，我们根本就无法捕捉一份足够稳定的样本来获取实验所必须的数据。""",- 于阿尔法研究站综合实验室中回收的便签,,,,
rifttorpedo,WEAPON,"""我看到城邦毁灭，人类消亡，世上便再无铭记伟大的丰碑，再无为圣地遮风蔽雨的神庙，再无传颂伟大造物主的礼赞之调，唯有污秽留存而神圣不再。""",- 卢德之书，神示篇 7:12,,,,
gigacannon,WEAPON,"""Askonia 超微力实业 董事会的海军高官们不顾其总工程师的反对，强行通过了大型反物质射弹武器的开发项目。据称，该项目是在所谓的执行官 [ 背叛者 Andrada ] 个人授意之下启动的。HEGINT 报告表明，尽管试射展现出惊人的功率输出，但由于学说匹配度不佳，武器系统集成预计会降低敌方在舰队行动中的作战能力。不建议采取破坏行动。""",- 发送给 至高霸主 的机密报告,,,,
kineticblaster,WEAPON,"""HEGINT 所提供的远程探测读数怀疑，该武器集成了部分 '圣白石' 级的技术要素，以掌控史无前例的反护盾效果。考虑到 Askonia 本土物理机构 在 Opis 事件之后所剩无几，不认为其有能力实现这种技术突破 [ 参考报告 HEGINT/ASKON-M38-12 ] 。结论：几乎可以确定，速子 为 辛达兵变 提供了技术支援。""",- 发送给 至高霸主 的机密报告,,,,
irautolance,WEAPON,"一种具有较高爆发伤害的高效长程光束武器。它不仅对战机极其有效，也可以在适当的情形下打击暴露在外的船体。然而该武器对护盾几乎完全无效，因此它配备了一个能够避免其在充能至满前向护盾开火的联锁控制机构。由于需要等待充能恢复，该武器的持续伤害输出较低。

IR 自动长矛是老式 IR 脉冲激光 高度特化改造的变体，它在一项晦涩难懂的场论研究中得到了意想不到的武器化应用。该武器采用了和原型同样的二氧化碳增益介质和 Q开关 供能方式，通过旋转在轴向布置的大量贝塞尔海姆板的方式，实现了一种人们知之甚少的光束相位调制效应。

但结果却是，这种长程脉冲光束对护盾和装甲的表现都十分堪忧。在人们发现该武器能以惊人的效率破坏失去防护的船体部件之前，有关于它的研究几乎被完全搁置。此后，该武器就有了自己的战场定位 —— 既可以消灭战机集群，又可以在其他武器击穿敌舰的装甲和护盾后进行终结打击。",,,,,
aspect,SHIP,"""这些就是我们唯一能够顺利回收的操蛋玩意了，那么它们有什么用？屁用没有。就只是一堆只会不停外放辐射波的碎熔渣而已。烧烂了三台珍贵的光谱仪就只得到一堆毫无意义的垃圾数据，我敢打包票财政部马上就会开始调查我了。现在我唯一的愿望就是回到 TriPad 部门继续坐办公室。""",不明舰船,"未知条目

请注册您的速子科技数据平板以获得最新资讯与功能升级。",,,
shard_left,SHIP,"询问。你是欧米伽吗？
[铬绿色] 探测失败：愉悦等级。无法计算

[提交数据存储]
[全核心意识融合]
[欧米伽]",不明舰船,"未知条目

请注册您的速子科技数据平板以获得最新资讯与功能升级。",,,
shard_right,SHIP,"[确认回应]

[欧米伽]
[全核心意识融合]
[提交数据存储]",不明舰船,"未知条目

请注册您的速子科技数据平板以获得最新资讯与功能升级。",,,
facet,SHIP,"""是代号为 '构面' 的异样船体设计。传达下去，启用安全级别 '圣白石'，将全部与 '构面' 相关的情报和信息归档至该级别机密文件。

尊敬的至高霸主，恕我直言，让一整支舰队都对此保持沉默对于 COMSEC 可不是件容易的事。""",不明舰船,"未知条目

请注册您的速子科技数据平板以获得最新资讯与功能升级。",,,
tesseract,SHIP,"""这是我们目前为止遭遇最大规模的异常舰体。因为仍旧没有获得任何一丁点的样本，我们的研究组对其感到相当恐惧。有些舰上人员 —— 当然都是一些非官方人士 —— 甚至开始出现了破坏与哗变的倾向。我不认为你在看到实际情况之前能意识到这到底有多糟糕。""",不明舰船,"未知条目

请注册您的速子科技数据平板以获得最新资讯与功能升级。",,,
shrouded_vortex,SHIP,"""The only mercy is that it is short-lived.""

- intercepted audio log, speaker unknown",Unidentified Entity,,,,
shrouded_tendril,SHIP,"""Said the chief was mad when he came back, they did, but he weren't. Not at first, anyway. That's the tragedy, see, it was all them that said he lied that drove him there.""

- overheard on the Jangala Station concourse",Unidentified Entity,,,,
shrouded_eye,SHIP,"""If this interpretation is to be believed, it gives a whole new life, of sorts, to arguments surrounding the cosmic censorship hypothesis.""

- intercept, [REDACTED]",Unidentified Entity,,,,
shrouded_maelstrom,SHIP,"""A self-stabilizing anomalous incursion, it builds charge as it spins - if our sensors are correct, in many more dimensions than are first apparent. This self-sustaining action produces massive energy differentials which are periodically discharged toward its, um, target. I'd never have said a storm could be evil, but now...""

- intercepted audio log, speaker unknown",Unidentified Entity,,,,
shrouded_maw,SHIP,"""When the end comes, as it must soon come, it will be as a yawning abyss darker than fear and filled of teeth. It will come to swallow hope, it will, it will come to swallow sin, it will, and the only escape is the Path, it is. The Path!""

- selection from the Archives of Holy Inquisition, Hesperus",Unidentified Entity,,,,
phantom,SHIP,"一种运用相位潜行科技的部队运输舰，该设计在第二次 AI 战争期间速子科技的各类黑色行动中产生了巨大的成果。其装甲与武器阵列皆为低强度的地面作战所设计，故 魅影-级 应当尽量避免参与任何舰队战。

""星系巡逻队本该注意到那群速子鬼佬的接近，但他们没有。自动数据采集设备持续追踪着那吓人的玩意，直到它唐突地消失在了传感器中。地面的火炮阵列空转着炮管，试图重新获取目标。我们看见了空中的阴影，如同黑色的羽翼一样笼罩着据点。其他的事情我已经不太记得了，侦察兵只提到敌方火力已击溃其他部队...""
—— 58 号碉堡的陷落",,,,,
revenant,SHIP,"幽魂-级 是一艘大胆采用相位科技以支持隐蔽舰队行动后勤需求的潜行货舰，其设计目标完全和 ""廉价"" 或 ""高效"" 无关。在第一次 AI 战争结束百年之际，它的蓝图才从某个未记录恒星的无名小行星上的尘封数据库里提取出来。幽魂-级 在第二次 AI 战争期间为速子劫掠者们的后勤保障提供了巨大的便利。

霸主 方面的法律人士曾试图宣称该舰的设计系违反了 人之领 法律，但始终没有足够证据证明 ""Alpha 级 AI 干涉过该舰的设计流程""。虽然首席检察官坚称 ""舰船本身就是 Alpha 核心设计的证据""，但至高霸主经过政治层面的考量之后，压下了这次诉讼行为。",,,,,
champion,SHIP,"捍卫者-级 重型巡洋舰是一种可胜任战斗中的任何角色的强大战舰，还能配备各式能量武器，其中最为抢眼的是在核心纪元船体设计中极其罕见的大型能量炮塔。该舰强大的电网系统能为武器阵列充分供能，甚至可在短时间内启动超量充能，将其伤害输出能力进一步提升到毁灭性的级别。而重型导弹挂载点也同时补全了它在不对电网施压的情况下有效打击敌人的能力，因此，坚强而能干的 捍卫者-级 足以在战线中直面主力舰。

作为一款较为近代的设计，捍卫者-级 出自于历史年代相对较近的 ""巡洋学派"" 海军变革运动，因而从未在 大崩塌 前的 人之领 海军舰队中广泛服役。虽有无数原型舰和一些改装款被分发到各大战斗群以供测试，但一场 牵牛星科技 与 猎户座船坞 间的诉讼案件，致使该舰并未留下任何部署记录。双方同时指控对方涉嫌工业间谍活动以及采取非法手段干涉舰队军官监督的战舰采购活动。该案件的真实情况极其复杂，调查委员会了传唤一波又一波的证人，最终也掀起了军官团体间的对立。尽管由于 ""大崩塌"" 的发生，这宗案件最终的裁决结果也无法为英仙座的人们所得知，但是这些都已经无关紧要。随着 捍卫者-级 生产计划在一个残存的 人之领 军用传讯器中被发现，这艘战舰迅速被 英仙座联盟 生产并投入实战。",,,,,
fury,SHIP,"旨在抓住战场中的绝佳时机，以期对目标造成最大程度打击的高速攻击巡洋舰。其特化的战术系统 ""等离子爆裂驱动"" 使得 狂怒-级 在较高航速下还能再次进行短程冲刺，使其足以成功突袭任何毫无防备的目标。

狂怒-级 作为 伯劳鸟-级 的大表哥，由同一设计团队操刀。其设计宗旨是满足现今舰队逐渐提升的需求，例如解决长久以来的船体锈蚀问题，并在此基础上尽量不要搞出什么新麻烦。先抛开数名员工陆续在此过程中愤怒地辞职不谈，该舰确实在这些方面取得了巨大的成功。

被重甲实弹传统派系的拥护者们嘲讽成 ""又是个玻璃大炮，真大不大还不好说""。但是 狂怒-级 危险的本质早已被心狠手辣的舰队指挥官们尽数体现。",,,,,
vanguard,SHIP,"古老而坚韧的重型护卫舰，拥有坚固的结构与烈焰驱动器的 先锋-级 虽缺乏现代化的护盾系统，但配备了设计古老但按现代标准调整后的综合阻尼力场，这就使得 先锋-级 可把 100% 的幅能分配给武器系统，将攻击留给经谐振场阻尼增强的重型装甲来承受。

此舰船老到和早期型号的 攻势-级 战列舰 为同期设计，但与 人之领 海军的著名支柱不同的是，先锋-级 早在星门崩溃之前就退役良久。而在 大崩塌 后的混乱中，一名有胆识的军火商从一处被忽视的博物馆的展品中，偶然发现相对完整的 先锋-级 重型护卫舰的蓝图，并花费很小的代价将其买下。此后，先锋-级 凭借其复古且激进的设计理念，在现代舰队中开辟了一个意想不到的位置。而它的额外优势则是其所有基础部件均解密多年，且制造简单，因此即便遭受灾难性的损伤，也能轻松使其回港修复。",,,,,
manticore,SHIP,"蝎尾狮-级 因其能在小规模交战中迅速发挥火力优势的特点，而广受边境官员们的喜爱，同时也因干扰了官方舰队学说的有序架构，而被 人之领 战略规划者所厌恶。蝎尾狮-级 配备的大型主武器炮塔与内置的弹道测距仪，几乎是每一位炮手的梦想之地，但这样的组合也很容易让这艘驱逐舰过于深入敌阵，而陷入火力的泥潭之中。该舰的炮手往往会指出这种情况正是罐式高射炮的作用所在 —— 又或者就像老笑话说的那样，用来给友方战舰刮漆。

对可观火力的尊重使这种设计顺利为英仙座星域的舰队服务。当机会出现时，海盗们将特别热衷于回收 蝎尾狮-级 的船体，并为这个战利品喷上血红色的涂装。",,,,,
eradicator,SHIP,"根除者-级 高速巡洋舰是一种被历史忽略的弹性设计，其强大的双引擎短舱，使它能够在敌方战线最薄弱的地方，实施毫不妥协的火力与强力的导弹打击 -—— 或拯救那些在战术上暴露弱点的宝贵资产。

回顾 人之领 漫长的统治时期，在一次舰队演习中，一次偶然事故让一艘 根除者-级 的单侧引擎因故障熄火，而另一侧突然超功率输出，结果就是该舰陷入了一段尴尬且可怕的旋转之中，虽然工程人员的奋力抢救迅速结束了这场闹剧，但比伤亡报告更糟糕的是，该级舰船很快就成为了 人之领 超媒体领域的笑柄，为了挽回面子，海军部悄悄地把所有的 根除者-级 分配至边境地区执行任务，从而远离核心区预算委员会里某些善变人士的关注。若没有这场尴尬的事故，原本 根除者-级 应当能在军中服役一整代人的时间，参与上几次艰难的边境叛乱清剿行动，人之领 海军才会提出要求，设计一种更先进的高速巡洋舰来取代 根除者-级 在前线战斗舰队中的作用。",,,,,
shrine_gilead,CUSTOM,"纵观 卢德教会 的所有圣地，Gilead 圣地 也是规模最大，最为知名的。整个英仙座星域之中，唯有此地得以和先知 卢德 的身与名结下不解之缘。

尽管时过境迁，朝圣者们依然追随着先知 卢德 曾经的脚步。圣地的殿堂曾围绕着高耸入云的地貌改造机器，而如今它们已被精心打理上百年的葱茏密林取代。Gilead 圣地 坐拥骑士的守护和教会的引领，这一切都旨在将其打造成卢德神谕的真实具现。",,,,,
shrine_killa,CUSTOM,为祭祀那些在战乱和纷争中逝去的生命而建，Killa 圣地 阴森凄凉，即便是一些教会的虔信者也已几乎将其遗忘。,,,,,
shrine_volturn,CUSTOM,在 辛达强权 的占领下，Volturn 圣地已经陷入困境。很少有朝圣者愿意冒着被秘密警察逮捕和骚扰的风险前往，也很少有人记得这个星球乃是用以纪念一个脆弱的平衡的圣地。这平衡正是地球生命的入侵和其对曾经纯净的世界之影响之间的平衡 —— 然而这一平衡或许如今已被打破。,,,,,
shrine_jangala,CUSTOM,"作为诸多争论 (以及不少猎奇恐怖全息视频) 的题材，Jangala 圣地 一直沿袭着 Jangala 异星雨林的奇迹与荣光。众所周知，格外虔诚的朝圣者们会让自己毫无防护地暴露于此地的异种生命之下。即便在最好的情况下这也将是一次很不愉快的体验，严重时则可能致人于死地。

尽管轨道焚化作业一直在此地施展其灭世之威，但 Jangala 的植被仍然在势不可挡地生长，让异形植物的卷须填满每一道沟壑与缝隙，使人类驯化这颗行星的努力化为乌有。",,,,,
shrine_hesperus,CUSTOM,卢德骑士团 宣称 Hersperus 圣地 归于他们自己所有；此地纪念着卢德之道上众多殉道者的挣扎与牺牲。,,,,,
shrine_beholder,CUSTOM,"Beholder 空间站 上的圣地致力于沉思生命的千变万化与坚韧不拔。在这空间站的轨道之下，气态巨行星 Kumari Aru 那独特而丰富的生态系统被风暴和云带所笼罩着。

只有极少数教会批准的学者得以在此研究 Kumari 的异种生命 —— 不过为了避免惊扰生态系统那微妙的平衡，多年以来，教会都在禁止主动采样和高能传感器扫描。",,,,,
gorgon,WEAPON,戈耳工是一种轻型投射系统，其设计目的是从意想不到的攻击角度开火。根据估算，它能在点防火力最凶猛的范围之外发射。这种坚固的定向能弹头能爆发出强大的攻击火力。,,,,,
gorgonpod,WEAPON,"戈耳工是一种轻型投射系统，其设计目的是从意想不到的攻击角度开火。根据估算，它能在点防火力最凶猛的范围之外发射。这种坚固的定向能弹头能爆发出强大的攻击火力。

这种配备了自动装弹机的吊舱允许在战斗中向目标发射更多的导弹，但需要更大的挂载点。",,,,,
gazer,WEAPON,"眼魔 DEM 会迫使目标舰船 (尤其是幅能容量不足的舰船) 做出痛苦的选择 —— 要么升起护盾，然后被眼魔的引力子束灌入大量的幅能；要么放弃护盾，直接暴露在接踵而至的打击中。

指挥官们对于 眼魔 的反馈存在很大分歧：有些人认为这是一种文明时代的优雅武器，而其他人觉得它那挑剔的制导和瞄准系统妨碍了最根本的火力输出。",,,,,
gazerpod,WEAPON,"眼魔 DEM 会迫使目标舰船 (尤其是幅能容量不足的舰船) 做出痛苦的选择 —— 要么升起护盾，然后被眼魔的引力子束灌入大量的幅能；要么放弃护盾，直接暴露在接踵而至的打击中。

指挥官们对于 眼魔 的反馈存在很大分歧：有些人认为这是一种文明时代的优雅武器，而其他人觉得它那挑剔的制导和瞄准系统妨碍了最根本的火力输出。

这种配备了自动装弹机的吊舱允许在战斗中向目标发射更多的导弹，但需要更大的挂载点。",,,,,
dragon,WEAPON,"占尽先机，方能克敌制胜。龙炎 的设计与这一思想不谋而合，它的诞生正是为了应对日益精进的反导系统。其概念并不复杂：用一枚反物质催化的浓缩核弹头泵出一道等离子束，避开点防火力拦截直接投送毁灭性的能量。其成果令人十分满意。

但实际推行起来却是复杂无比。由于动用了 人之领 的黑玛瑙级物理学研究，制造业的安全官僚机构对此百般阻挠，以至于这个项目被认为无利可图。当然，大崩塌 之后就不用担心什么 人之领 官僚了。",,,,,
dragonpod,WEAPON,"龙炎的诞生正是为了应对日益精进的反导系统。其概念并不复杂：用一枚反物质催化的浓缩核弹头泵出一道等离子束，避开点防火力拦截直接投送毁灭性的能量。其成果令人十分满意。

但实际推行起来却是复杂无比。由于动用了 人之领 的黑玛瑙级物理学研究，制造业的安全官僚机构对此百般阻挠，以至于这个项目被认为无利可图。当然，大崩塌 之后就不用担心什么 人之领 官僚了。

龙炎 鱼雷发射舱是标准 龙炎 DEM 鱼雷 装载系统的放大版，适用于拥有众多火力配置的大型战舰。",,,,,
hydra,WEAPON,"九头蛇武器系统能将一整组半独立制导定向能杀伤装置作为整体发射出去。子弹药会在从侧翼绕开目标的主护盾之后发射光束，以期待从最具威胁的方向发动攻击。

九头蛇的缺陷在于载荷较小，且飞行时间过长容易招致点防御火力拦截。不过这些缺点不足为惧，毕竟当它和一套互补的武器系统配合使用时，能彻底击溃目标舰船的战术机动性和物理防御。",,,,,
